,Date,How Helpful,Review Contents,Score,Title
441,"on July 12, 2017","
      One person found this helpful.
    ","I haven't had any issue with the unit operationally. However, I purchase this item based on Amazon's ""Best Buy Recommendation"", well I'm not happy with the features. I purchased a similar set of headphones from Amazon that are much better. The Mixcder ShareMe headphones have far more features.It appears every time the Mpow headphones activate, they have to pair with the transmitting device. In addition when you pair or if you loose pairing, you don't know it until you hear something or you don't hear anything. The Mixcder ShareMe headphones tell you when you're connected and when you are disconnected.",3.0 out of 5 stars,well I'm not happy with the features
442,"on April 4, 2018",,"Call me crazy, but sometimes I like to use headphones to listen to music on my laptop while charging ithem plugged into the laptop.These headphones will not work neither with Bluetooth nor the usb charging cable that comes with it, while charging.That's like having a phone you can only make calls on once it's unplugged from the charger!The only way to use it while plugged in is with the 3.5 mm cable which means, you guessed it, its not charging.No Bueno if you ask me. You should be able to listen through the usb cable too.  Or at least, allow it to pair while charging.",3.0 out of 5 stars,Warning: plug in usb cable = no audio
443,"on August 2, 2017","
      One person found this helpful.
    ","Pretty good, but there a few issues1. The band is kind of small for me so the fit is pinchy2. The voice notifications when turning on, syncing and shutting off are annoying- would have preferred the information be conveyed with a little light that flashes or changes color. If I had to use this in an area where I had to be quiet I could see this being a problem.3. The design would have benefited from having a syncing button separate from the power button.",4.0 out of 5 stars,"Pretty good, but there a few issues 1"
444,"on February 20, 2018",,"I couldn't believe how great these sound. I was so skeptical. Buy my $250 Harmon Kardon SoHo wireless headphones dies, and I'm not in the mood to pay out the nose for a replacement. The HK SoHo's went bad after one year and then my second pair went after two years. These seem just as good! These must be made for Mpow by a larger company, that knows how to produce quality sound. These cranked up just a loud as did my HK Soho's. and the battery is great on this one. The headphones are comfortable for at least 3-4 hours of wearing for me in the studio. BUY THEM! An excellent value for what you get.",5.0 out of 5 stars,I couldn't believe how great these sound
445,"on May 26, 2017","
      One person found this helpful.
    ","Very good headphones. I had a number of people ask me about them and they commented on how stylish they were. I don't really care for style too much as long as they do what they should. The ear functions like volume, play/pause, and next song worked perfectly. Synced up every time with my cell. Not quite noise cancelling but once you turn the volume up you can block out all the coughing, baby cries or other annoying sounds while on a flight lol. For the price you can't beat it. Definitely worth the buy!",4.0 out of 5 stars,Give these things a try. I don't think you'll regret it.
446,"on June 1, 2017","
      2 people found this helpful.
    ",The headset is very easy to carry around and they fit comfortably around my ears (my ears are considered large). The buttons are easy to access and the pairing was straight forward.The downside that made me return this is the sound quality. Audio coming from the speakers sounded like it was coming from the other end of a tunnel and with a lot of static. No one could hear me from the built in mic. It is a shame because I really like the design.,2.0 out of 5 stars,The headset is very easy to carry around and they fit comfortably around my ...
447,"on October 24, 2017",,"Wow, I was expecting the average so-so fit, but these fit my large head very well, and are comfortable wearing for extended periods.  While the sound is nowhere near studio quality, with the overall sound seemingly 'flat' across the frequencies, it works perfectly for me watching the big screen.  I can hear sounds at low levels with these, that I can only hear at much higher volumes with a high-end sound bar.  The only criticism I have is the gyration you have to go through to pair these with the transmitter (used matching product for that even) and for turning it on and off.  You have to read the instructions for that...not logical, but it works!",5.0 out of 5 stars,Very good for TV but not hifi
448,"on April 11, 2018",,"I haven't seen the design of the ear cushions discussed in other reviews, so I thought I would describe them here.  When I first tried wearing these headphones, I just placed the ear cushions flat on my ears, and the cushions felt too small.  However, when I examined the cushions more closely, I noticed that the inside of the cushions did not go straight down to the speaker surface.  Instead, they curved inwards, so that there was more space near the bottom of the cushion than at the top.  So, instead of putting the headphones flat on my ears, I tried placing them halfway behind my ears, and then sliding them forward into place over my ears.  This allowed my ears to slide into the larger space at the bottom of the cushions, with the cushions cupping my ears rather than sitting on top of them.  This felt much better, and my ears had sufficient space.  I should note that the adjustment of the headband spacing is quite sensitive, and I had to tweak it repeatedly to find a spacing that didn't feel like my ears were being pulled up, nor having the weight of the headphones resting on the top of my ears instead of the top of my head.  Once I found the correct spacing, though, the headphones were very comfortable, with the only remaining issue being that my ears grew noticeably (but not uncomfortably) warm after an hour or so of wear.",4.0 out of 5 stars,About the fitted ear cushions
449,"on November 6, 2017","
      One person found this helpful.
    ","I have a fairly large head and I have tried several brands of headphones. After about 30-45 minutes on other sets, my ears start to hurt because of pressure on them. With these headphones I can listen for about 2 hours before the same thing happens, so that was a huge plus for me. For the low price the sound just a good as my friends Beats audio or my sons Bose. Really shows how much people are paying for an image. Also. I don't know if you can do this with other headphones but you can use these to talk on your phone.",5.0 out of 5 stars,"Great sound, even greater value."
450,"on June 6, 2017","
      2 people found this helpful.
    ","I've had these for 3 weeks now. I use them daily at work for 2-3 hours and then I also use them while I mow the yard. Overall, these are great. When you factor in the price for the sound quality and the fact they are wireless...you can't go wrong! The sound quality is very impressive. I don't own a pair of the higher priced ones (Beats, Bose) to compare but they sound great for my needs. Also they are not considered noise reducing however the ear padding is nice and thick so you don't hear a lot of background noise. The battery life is very good, I got right around 13 hours or so of playtime before charging again. Highly recommend these for anyone wanting a wireless set without paying a lot of $$.",5.0 out of 5 stars,these are great. When you factor in the price for the ...
451,"on August 3, 2017",,"Good quality headphones. They feel solid and the metal hinges make the headphones more durable. The oval ear muffs fit my ears nicely and do not pinch my ears like round ones. The sound quality is good and cancel a good amount of noise. Bluetooth was easy to setup and connection is quick every time I turn it on. The headphones come with a nice much and good quality cables. The one downside is that the headphones can only connect to one device at a time, even when using the audio cable. When the audio cable is connected, bluetooth is disabled. The other downside is that it is hard to tell which buttons you're pressing. The buttons need something to identify which button you're pressing. I had to put little stickers on the volume buttons.",3.0 out of 5 stars,"Good fitting headphones, Poor functionality"
452,"on March 6, 2018",,"***UPDATE***I received replacement today, customer service contacted me... really, what company takes the time of contacting customers when they are not completely satisfied? THEY DO... Patozon sent me an email informing me that I should be getting my replacement soon, (without asking for a replacement). I can tell you that I am so happy with them, and for sure will be buying more from them, their number 1 priority is customer satisfaction, and I am completely satisfied... Highly recommend***ORIGINAL POST***Let me start by saying that I was in love with this headphones, I bought a $250 ones for my husband and to me, this were much much better, that until they stoped charging... I only used them a few times on my free time (like once a week) but sadly can't use them any more",5.0 out of 5 stars,HAPPY CUSTOMER
453,"on March 17, 2018",,"Okay headphones and does the job. Sound quality is average, but they are not expensive. I have hearing loss and it is hard to make out speech in the left ear for me. This is less the case with higher quality headsets. Charge lasts as stated. Earcup size is smaller than I would prefer and I have to take out my hearing aides to use them because they bump the setting on top of the aide. No noticeable lag with Bluetooth connection. Reasonably comfortable for multiple hours of use. I used them with a TV that is connected to a Bluetooth transmitter until I got something better (and far more expensive).",4.0 out of 5 stars,Good for the price
454,"on March 4, 2018",,"Awesome, just awesome.  Spent 200 on a pair of beats before that I dropped and they broke, unrepairable.  I wasn't going to buy those again, so I found these.  These are great for the price, comfortable, the buttons are responsive, they sound surprisingly good, and the best part is the bluetooth pairing.  They pair to my iphone within 2 seconds of turning them on everytime, i always struggled to get my beats to pair.  Terrible.  These don't do a very good job with voice calls, but I haven't found a pair of bluetooth headphones that I like a voice call on.  Battery life is AMAZING.",5.0 out of 5 stars,Better than Beats
455,"on May 22, 2017","
      37 people found this helpful.
    ",Returned for refund.  Pads sit on the ear - not over.  Becomes very uncomfortable to wear in a short time.,1.0 out of 5 stars,Pads do NOT go over the ear.
456,"on September 27, 2017","
      One person found this helpful.
    ","After using the Headphones for a month I have notice they are super comfortable to use for some long periods. I use them at work and have used them for travel. I have been using them both wired and wireless and so far have not had the need to charge them. They feel comfortable on the ear, not a lot of pressure. The head band can put some pressure on your head and typically I would just expand the band and that works. Sound quality is good, not great. After an hour or so of use my ears do get sweaty. Quality of the headset is good. It looks like it might last a long time. The buttons work great, have not had any issues when changing music or adjusting the volume. I have not tried to call or answer on them yet.",5.0 out of 5 stars,Good Headphones
457,"on January 6, 2018",,"Excellent headphones for the price, however it's a bit misleading that when you are searching through categories, these come up as compatible with gaming systems. Does NOT work with PS4. Trying to find out what dongle I have to order to make it work with the system, which is an inconvenience.**UPDATE** Customer service went above and beyond by responding (unprompted) and sending a dongle to make it work with the PS4. While the dongle they sent still makes things very awkward (it dangles off the controller), it does work. Regardless of that, the level of customer service was outstanding, so I'm upping my rating by a star.",4.0 out of 5 stars,Excellent headphones for the price
458,"on March 28, 2018",,"With over the ear headphones closing in at well over $100.00, you have to ask yourself; Am I buy these headphones because of the name brand? Sure, the sound quality of the name brands may be a little better, but really not by that much. These are comfortable pair of headphone for listening to music while lifting weights at the gym or watching a movie or your iPad. You can have 2 devices hooked up to it. So if you are watching a movie on the tablet you can switch over to your phone with a push of a button. The button is where I have 2 problems with; it seems to be low quality & it does most things. The one button pauses, answers phone, dials phone, turns on, pairs and turns off. I have dialed a number in the middle of my workout when I just wanted to pause. If you hold the button down to turn off, it will say pairing then power off. And with the button feeling “cheap”, I wonder how long it will last. I know that we believe less buttons are bettter, but I would prefer the dial or outside line to be a different button.",3.0 out of 5 stars,Good Headphones at a Great Price
459,"on March 5, 2018",,"Actually fit ""over"" my ears, not pressing on them. Mainly got these for exercising, and they've been great. Easily adjusted to stay on my head comfortably, and hold my glasses on, while doing core work, burpees, pushups, whatever.!!! Good sound quality, volume and bass. Love the battery life. The first recharge was after a full month of use. That provided an average of 30 min/day, 5days/week for exercising, and I can't even guess how many hours listening to books. Controls, pairing and anything else I can think of, were easy. Gives verbal queues. To power off, continue holding the power button until ""power off"" is heard. 6-8 seconds maybe. Would happily buy again or recommend.",5.0 out of 5 stars,Great for exercising
460,"on October 19, 2017","
      One person found this helpful.
    ","I go through tons of headsets, due to the nature of my work, and I think it's because the integrity of the wires is compromised over time.  I figured it was time to upgrade since I recently purchased a new computer, and for the price, I don't think the quality could be beat.  I was not expecting at this price point to get the quality that I did with this headset. I am actually thinking of purchasing three or four more as standby headsets, and at this price, I can do that.",5.0 out of 5 stars,Low price but high quality
461,"on May 10, 2017","
      One person found this helpful.
    ","These headphones are spectacular. While they are a little weak on the low end, they produce a sound that defies their price. They are crisp, and clear on most tracks, and if you are looking for a comfortable set of cans to wear, these will fit the bill. They are even comfortable with glasses on. I have not yet tested using the chord for the operation of these, however, I will have the opportunity to shortly as I am traveling internationally with them soon. If anything I experience changes my opinion, I will update as necessary.",5.0 out of 5 stars,Great headphones for the price.
462,"on January 27, 2018",,"I've had these for a couple of months and they work just fine. Just remember that when it says ""power on"", let up on the button, otherwise it will connect/disconnect in an instant; you have to get the timing just right. I learned after a dozen tries. Has a short learning curve if you have any patience at all. I work online and use it constantly but only have to recharge it about every 4 days or so. Remember to turn it off at the end of the day. The sound of your voice through the microphone is a bit echoey, as there is no mic boom. Nobody complains and so I just guess it's expected.",5.0 out of 5 stars,Great headphones.
463,"on December 6, 2017","
      One person found this helpful.
    ","I came across these and I was a little skeptical. I decided to purchase the headphones based on the great amount of good reviews. I am happy I did, and I am sure that you would be too. I am no audiophile, but I've been listening to music for a long time and from many different sources. And trust me, this sound really good! Add in the fact that they cost a fraction of the price you pay for other name brand headphones, and it is hard to beat. The Bluetooth functionality could improve, but it works well enough to still get a five stars rating overall",5.0 out of 5 stars,I was a little skeptical
464,"on February 27, 2018",,"First of all, this pair of headphones looks fantastic. As a person who loves to wear fashionably on every-day basis, it's a great fashion choice with any casual fashion. Especially, I love those red strips on the head band and on the edges of the headphones.Secondly, the headphones are very comfortable to ""wear"" for a long time because of its great cushions on the parts that contacts the ears and the head. My ears are usually too large for ear cups of most headphones, so usually, it's really difficult for me to wear and use headphones for a long time as most of them apply a lot of pressure on my ears and hurt my ears after hours of use. However, the headphones have very large ear cups that completely cover over my ears fully without applying any pressure on either of my ears, allowing me to use the headphones without any pain on my ears. The bonus part is the extra soft cushion the headband part of the headphones, as this also reduces a lot of stress on my head. I have a pretty large and sensitive head, so any stress or pressure applied to my head for long time causes headache. But the headphones never caused a headache even after nearly a whole day of wearing it on my head.Third, the headphone Bluetooth connectivity is really great and cross-connects and transfers nearly flawlessly (I say nearly, since there are times I have to restart the headphones to connect both to my phone and my laptop, but usually connects automatically without restart). Also, I've seen that the headphones play music without any disturbance on its Bluetooth signal even when I am pretty far away from the device that I have connected the headphones to (by pretty far, I mean approximately 30 feet to 40 feet). I think the maximum distance that it connects to is like 50 feet (at the maximum, the signal starts to distort). The buttons are very responsive, and the microphone works pretty well (all over Bluetooth), too.Fourth, the sound quality of the headphones was exceptional for this price! I was surprised that the headphones gave a good bass while giving very clear crisp sound without any distortion (usually, if there is some emphasis on the bass, the high crisp sound gets little bit of distortion). And those qualities usually come with high-end headphones that would cost at least 100 bucks. So, when I got the headphones and started listening to my playlist with lots of different genre, I was really happy that I got the headphones.Finally, the battery power of this headphones is incredibly good. The headphones lasted on batteries for the entire day when I just charge it for may be two hours. I pretty much have this headphone on me all the time as long as I am awake, and it never gave me that low battery warning throughout the day. After a long day, I plug the headphones to the charger right before I go to bed, and when I wake up to go to school, the battery is fresh and goes on for another day. Moreover, if the battery ever does run out, you have that extra 3.5mm aux cable to use the headphones just like other normal wired headphones. If you use that cable, you can use the headphones without using its batteries. However, I never use this cable since the battery of this headphones seem to last pretty much forever. And what's the point of having Bluetooth headphones if you use it wired?So yeah, that was my first extensive Amazon review and I give thumbs-up if you are deciding to buy this product.I know it's long but that's because I really like the headphones and would like to recommend it to anyone who are looking for good Bluetooth headsets.",5.0 out of 5 stars,"Great Look, Very Comfortable, Exceptional Sound Quality, Flawless Bluetooth Connection, Long-lasting Battery"
465,"on September 10, 2017","
      One person found this helpful.
    ","I think this is a great headset. It is easy to pair with my iPhone, MacBook and Amazon Fire. The sound quality is very good for a low cost device. it is very comfortable to wear while standing or sitting. It could be more comfortable while lying down but you can''t expect everything for the price. When I purchased the headset, I was unaware of the 18 month but it eases my mind as some of the reviewers complained about early life failure.",4.0 out of 5 stars,great product at low price.
466,"on March 8, 2018",,"I'm very happy with this headphone and fantastic price compared to the very pricey brand names.  Sure the audio quality is probably better, but my 68 year old ears are doing quite nicely listening to my variety of music and play lists.  I take exception to the few people who had difficully fidgeting with the controls.  Pretty standard for all the models that I'ved used or seen.  Now back to my private listening pleasure.I've niw been listening to my music collection through the headphone for over two weeks and I'm sticking with 5 stars.  The clarity/fidelity of these headphones is wonderful.  Good bass, treble and stereo separation is fantastic.  Again, for the great price over very expensive brand names, you can't go wrong if you're watching your wallet.  :-)",5.0 out of 5 stars,A Senior Citizen Who Enjoys Listening At A Nice Price
467,"on April 9, 2018",,"For the price, these are great headphones. They connect super easy every time and the battery lasts incredibly long. I've had them over a week now using them every day for working out and I still haven't needed to charge them.That being said, these are music headphones. They are very, very bass heavy and without downloading a third party app on my phone, there was no way to adjust how they sounded. I find the voices in songs are muffled and pushed to the back, and it's even worse when using them to watch tv shows. I wouldn't recommend these for people who listen to a wide variety of music, they seem most suited for dance or electronic. I had wanted these to be my all the time headphones, but it looks like I'll just be using them for music as it's impossible to get them to sound good for streaming shows.Still, they do what they say and it's a great price for bluetooth.",4.0 out of 5 stars,these are great headphones. They connect super easy every time and ...
468,"on November 14, 2017","
      One person found this helpful.
    ",My 10 year old use this for playing minecraft on pc (windows 10). He is not the one to recommend 5 stars to any product. But for this he says give it 5 stars. For me its 4 star as it was difficult to use as windows 10 headphones and the manufacturer should have given clear link to install bluetooth driver.For once i gave up and but found bluetooth driver with trial and error and it works flawlessly.,5.0 out of 5 stars,He is not the one to recommend 5 stars to any product
469,"on February 1, 2018",,"This is a huge set of cans! You gotta have a lot of confidence in order to rock these amongst all the clones at the gym wearing their Beats headphones. I don't know what kind of Dumbo ears other reviewers complaining about the fit are dealing with but they fit over my lobes perfectly! They sound great. Although it took me a bit of time to find the correct EQ setting as they have quite a bit more bass than what I was used to with just a set of earbuds. I only have a couple of small design issues with them:First, I wish the button controls had raised symbols on them so they could be located with my fingers better. Nothing sucks worse than going to turn up the volume on your favorite song only to accidentally hit the song advance button instead.Second, they have the tendency to get a bit sweaty after a while, especially when working out. Adding some airflow through them would be nice but I don't know if this can be accomplished without compromising sound quality or noise dampening.",4.0 out of 5 stars,Huuuge cans!
470,"on December 28, 2017","
      One person found this helpful.
    ",Update: They have done everything that they could to fix the issue. I will update with a new review once I know more but I wanted to change the 1 star to 3 for now.When I close them up and bend the sides like they meant to do it has created cracks in the band at the top. That is very disappointing. I will not be buying another pair. They should last longer than a few months.,3.0 out of 5 stars,Very disappointed in quality of product
471,"on August 27, 2017","
      One person found this helpful.
    ","Paired quickly with Amazon fire tv.  Fastest of all I've tried.  Comfortable, but they are still headphone.  Good stereo sound.  Only issue I find is turning them off, but still not anything that one can't live with, just takes a few seconds hold ing button longer than I feel needed.  Be better having a plain on off ssitch, but.Would buy them again and do recommend.Now how about some quality surround sound, priced reasonably?",5.0 out of 5 stars,Do you hear what I hear?
472,"on March 13, 2018",,"I've been using them for over a month now no the connection is great! I've moved room to room and even into the bathroom enclosed in tile and still got decent connection. Very impressive. Sound quality is great for the price, not heavy with bass if you're looking for that. I also wanted to make sure I could plug these headphones in and not solely rely on Bluetooth so that's a great side note for these too. I workout in these too and yes I am sweater & that hasn't destroyed them along with doing my homework for hours in them at the library. My only is that wish they were noise canceling and that they came with a hard case because they aren't the sturdiest headphones I've gotten but definitely worth every penny I paid for it.",5.0 out of 5 stars,Put to the ultimate test!
473,"on December 15, 2017","
      One person found this helpful.
    ",Ok sound - can't turn them off. Runs the battery down If I don't charge them constantly they don't work. I think I got a bad one but it was a gift and was past the return date when we started using them in the summer. They never turn off. Every time I want to use them they are dead.With so many good reviews I wish mine had worked. In recycle now or might give to some kid I don't like.,1.0 out of 5 stars,Piece of Crap - Can't turn them off. Runs the battery down
474,"on November 15, 2017","
      One person found this helpful.
    ","These are very comfortable (although heavy and will hurt after about 2 hours).  The charge lasts really well, and the sound is actually quite good.  My only complaint outside of the weight is that all wireless headphones I have tried have a really LOUD voice that tells you it's on or turning off, that you can't change the volume of.  I will know when they are on and off without the audio blasting my ears.",4.0 out of 5 stars,"Comfortable, works great, long charge, wireless headset"
475,"on January 8, 2018",,"I haven't found a problem with it so I will give it four stars. Simple to use and worked well from the start. The audio quality is what you would expect for the price. Not that it's bad, but it certainly won't blow you away with clarity or bass.UPDATE: After using it for a few weeks now, I have noticed a few issues. Sometimes it cuts in and out rapidly or sounds static-y for a minute or so. Fortunately it does go away soon, but it's just annoying when it happens. I'm not sure if it is the headphones or the Bluetooth adapter I have on my PC. I'll test it out and find out.",4.0 out of 5 stars,A solid purchase for price
476,"on February 19, 2018",,"With as many positive reviews these things have, I was expecting a half-way decent set of headphones, even at the price point.  To me, the most important factor is the sound quality in reviewing these, and that's where they completely fell flat.  Mids and Uppers were decent, but the Lows weren't even there.  My music sounded completely flat with these.  Honestly, I've had quite a few pairs of $10-$20 earbuds that outperform these by quite a bit.  I've returned these to Amazon to purchase another set from another manufacturer to see how they will perform and compare.",2.0 out of 5 stars,Underwhelming
477,"on November 8, 2017","
      One person found this helpful.
    ","Snug, comfortable over the ear fit that effectively block out outside noise. Great sound quality for the price. Very simple operation - automatically pairs up with my phone when I turn it on, and the volume / next / previous track operations are easy to find and use. Sturdy feel. I have tried a number of Bluetooth headphones looking for a decent pair that didn't cost an arm and a leg and am very happy with these.",5.0 out of 5 stars,Great value. Comfortable over the ear and good sound quality
478,"on January 5, 2018","
      One person found this helpful.
    ",My Beats3 were stolen from the gym locker room so I said no more $300 headphones and went with these. I've had them for 2 months now. I must say they are rather large and it took some time to get use to but for the price they are pretty good. They charge fast and hold the charge forever. The sound is good in comparison with the Beats. Obviously they won't sound the same but as long as my music is loud and I can feel the bass I digs it. Good purchase!,5.0 out of 5 stars,Nice Headphones
479,"on May 5, 2017","
      One person found this helpful.
    ","I just got these last night. Used them for about 3 hours and battery still shows 100%. The sound quality is really good and they are comfortable.Bluetooth performance was solid. I have JBL Bluetooth headphones that I use with same phone and same environment and sound was choppy. These mpow headphones were solid.Update after a few months. These are great headphones, but they are absolutely horrible for talking on the phone. No one can hear me talking.  Therefore, I dropped my rating from 5 stars to 3 stars. Amazon no longer show an option to contact seller so I guess I'm stuck.",3.0 out of 5 stars,Comfortable. Sound good. Solid Bluetooth performance. Microphone is garbage.
480,"on July 22, 2017","
      One person found this helpful.
    ","EDIT: Customer service reached out to me, and shipped me a free replacement at no cost due to the faulty piece. Thank you Patozon for your help and understanding on this matter!I'm a little upset by these headphones. The sound quality is pretty good, but the headset itself seems to be made relatively cheap. I've had them for just over a month, and the power button just fell off. Completely unprovoked. I went to turn the headphones on and off it came. I really liked these, I have actually recommended them to a few people. I don't think I can do that anymore after experiencing this product defect. I would love to get the set replaced, but oh well. I wanted to like them.",4.0 out of 5 stars,Good customer service.
481,"on April 6, 2018",,These are great. They pair with my phone easily. Last all day and don't hurt my head or ears when I wear them for long periods of time.They convert to regular headphones with a 3.5mm cable if you have a device that does not connect via Bluetooth so they are very versatile.The sounds quality is good and volume level is great.The only reason I give them 4 and not 5 stars is because they are huge. They have to be to fit over the ears and be noise cancelling (which they are ok but not great at) but they don't have a small form factor. I had a different pair of Bluetooth headphones that we're much smaller but honestly these are fantastic so I highly recommend them.,4.0 out of 5 stars,These are great. They pair with my phone easily
482,"on November 20, 2017","
      One person found this helpful.
    ","UPDATE: So it's been 4 months and sadly the headphones have broken. On bluetooth, sound either comes out extremely tinny or only out of one ear. Only reason it's not 1 star is because they still work when plugged in with the aux cord. They're not wireless anymore though :( really disappointed. The instructions don't come with any way to troubleshoot this problem and I've tried charging and resetting.Really great headphones for the price. Sound is great and it's super noise cancelling. I can't hear a single person in my office calling my name even with the volume low. I can't keep them on for too long cause the pressure starts to give me a headache but other than that no complaints.",2.0 out of 5 stars,"Amazing headphones on a budget (UPDATED, not so great)"
483,"on November 3, 2017","
      One person found this helpful.
    ","If your lookin for bass forget about it. But for less expensive bluteeth headphones these alright. I use them to listen to podcast while landscaping,an can hear pretty good over most outside nosies. Was using for about a month an alll of a sudden they wouldn’t connect to the Bluetooth got frustrated an had to use the aux cord that It thankfully comes wit later that day after I tried a few things was really simple fix. I went on my phones Bluetooth list an hit forget device then simply reconnected an back on track. For the most part the Bluetooth connection is good sometimes cuts out but I’ve gone through a bunch of these cheap head phones an they stay connected better then most",4.0 out of 5 stars,Good for the price
484,"on June 29, 2017","
      One person found this helpful.
    ","The Bluetooth capability is fine on these headphones for my iPhone 7/iPad Air2.  Sound quality is only average with a slight ""tinny"" quality to my music.  These are in no way 100% noise cancelling headphones....more like noise muffling. My major complaint is ear cup comfort.  After wearing the headphones for more than 30 minutes, my ear skin/cartlidge starts to get very sore.  Maybe ear cups need to be a little larger.  I am not a big guy and have a fairly small head.",3.0 out of 5 stars,The Bluetooth capability is fine on these headphones for my iPhone 7/iPad Air2
485,"on June 21, 2017","
      8 people found this helpful.
    ","For what you pay for, you get. The quality of these headphones is really good, even if the microphone is a little underwhelming. But given the fact that these are designed for phones and not gaming, I understand why.They're comfortable, light weight, and charge quickly, so I don't have any complaints other than the mic quality, which isn't even an issue for me to begin with.",5.0 out of 5 stars,"The quality of these headphones is really good, even if the microphone is a little underwhelming"
486,"on August 11, 2017","
      One person found this helpful.
    ","I have somenthing to say about this well-designed headphone, that's amazing! The best thing is just cost 30 dollars,what a competive price! The headphone is so soft and make you feel very comfortable, you can also listen for a least one hour without notice that you are wering. The only thing not so good it's the noise rejection, even you listen with high-volume, you continue hearing outside,but the quality of the song is pretty good! Also,is easy to operate, you can pair with a computer or smartphone just using the singlecenter button. You can adjust the sound level or switch songs with buttons around the center one. And there is more, the foldable design is what I love most, which makes the head phone takes less room. Another flexible design is that you can easily switch between wired mode and wireless mode. As for the battery which people care about a lot, once after taking a while tocharge, it can works at least ten hours! The head phone cannot work while charging but it will not be a big problem because I don't use it all the time.For me,the thing that makes it even better, is the really fast shipping, it onlytook less than 24 hours to deliver to me! I don't think anyone should miss it.",5.0 out of 5 stars,Amazing headphones!
487,"on April 7, 2017","
      2 people found this helpful.
    ","This is the best purchase I have ever made on Amazon, there is no question this the best value in wireless headphones.  I purchased Mpow for using outside / workshop and thought for the price what the heck of they get a little dusty.  I have to say these are just amazing, I have a pair of wireless Beats, the sound and fit are on par with Beats.",5.0 out of 5 stars,This is the best purchase I have ever made on Amazon
488,"on April 10, 2018",,"I love love love these headphones . . . . they hold a charge for freakin EVER and I get good loud sound with them.  Are they the best sound quality?  In my humble opinion, yes.  I've had Bose in ear headphones and I like these better.  The noise cancelling is better in these, sound quality is similar.  And for the price? Ridiculously good!  And bonus? The voice that tells you when headphones are on, off, and pairing is a pleasant british lady.  BUY THESE HEADPHONES if you're looking for a good pair of Bluetooth wireless headphones without breaking the bank.",5.0 out of 5 stars,SO FREAKING GOOD!
489,"on December 24, 2017","
      2 people found this helpful.
    ",My first set had Bluetooth and charging issues. So naturally I put up a negative review. A few day's later they emailed back apologizing and notifying me a new set was on it's way. Work's as described no problems. My son's first Bluetooth headphones. He really enjoys them.,5.0 out of 5 stars,Update...
490,"on February 22, 2018",,"Great quality for Chinese merch... Great sound, but bad bass.  My ears barely fit inside but once the music starts it's all I hear.  My ears tend to hurt wearing a beanie so I'll expect them to hurt wearing these.  Please fix the non bass issue and make them larger to fit comfortable around the ear.  For $35 I'm not complaining.  Usually Chinese products are garbage but this appears quality.  Very smooth fabric.  Only time will tell if it holds up in daily life and the gym.  If it begins to fail and fall apart like many Chinese products, I'll update according",4.0 out of 5 stars,Great quality for Chinese merch
491,"on November 2, 2017","
      2 people found this helpful.
    ","Arrived quickly.....sound is balanced, clear and connects simultaneously to 2 devices. I'm not paid to write reviews because I only comment if I'm blown away.......this earphone blew my wig off lol!!! I have been using it while practicing on my drums and it isolates outside noise extremely well. I use these in the shower and it makes it very steamy when u need the music in your ears only.",5.0 out of 5 stars,Excellente!!! Muy muy bueno!!
492,"on January 23, 2018",,"This wireless headset is great!  I use it most of the day and into the evening listening to music for the last week and a half and have not ran out of power yet.  I turn it off when I am not listening to it and then back on when working around the shop or backyard.  I also use it in the hills looking for nuggets with my metal detector with the TaoTronics Bluetooth Transmitter TT-BA11 plug into the detector. No more tangled cord and having your headset torn off your head when you are working in the brush!  There is NO noticeable latency between this two products~ very important when shooting for nuggets and pickers AND this headset is very comfortable to wear with great sound quality.  I have had this now for about one and a half weeks now and I have not had to charge this unit during the day and it does recharge rather quickly getting ready for the next day of use I would highly recommend this headset.  For those who metal detect, you cannot beat the combination of this headset and the TaoTronics Bluetooth Transmitter TT-BA11!!",5.0 out of 5 stars,Great headset for metal detecting!!
493,"on February 19, 2018","
      One person found this helpful.
    ","I had bought this to try and seek an alternative to the TurtleBeach. The sound is great, good range and clarity for music. Tried the voice, that was an upset. I have a BT Transmitter and paired the devices. The sound from the xbox was clear but no voice. The transmitter has three options for input. A 3.5mm jack, an optical, or a coaxial. I tried all of those and still no voice. So I skipped the whole reason for this headset and tried a wired connection. Nope, still no voice. So I had thought the mic was broken, and tried voice by phone. What a surprise. It worked. Now I regret the purchase somewhat, but I'll still use them. The quality is rather good, sound and structure. But it's not for xbox. (I think its the transmitter) Hope this helps;)",3.0 out of 5 stars,"Great Quality, but not for Xbox."
494,"on April 13, 2018",,"This is related to folks wanting to watch/listen to TV via Bluetooth with these. The positives are great sound with good range of highs and lows. Also, the noise cancelling is pretty good, almost too good; I can't hear my wife calling me from the next room. The negatives are; for TV watching and lounging the earpieces are a bit bulky. I found when laying down on my couch with my head on a pillow the earpieces feel crowded. Also noticed when laying down the Bluetooth connectivity was a bit choppy. Almost like if anything is around the earpiece the signal is being blocked. Finally, my jaw was hurting a little after about an hour. The spring keeping the headset pressed against your ears is a little tight.",4.0 out of 5 stars,Great sound...but a tad bulky
495,"on June 30, 2017","
      2 people found this helpful.
    ",These work great.  Sound great.  Connect via bluetooth easily.  They were more on ear than over ear.  So I did not find them comfortable.  My son loves them.  He is 8.5 and they fit him well and he can use all the features.  If the ear muffs were a little bigger I would buy them for the whole family.,4.0 out of 5 stars,Really good product.
