,Ratings,Reviews
343,5.0 out of 5 stars,"I've thoroughly enjoyed these headphones, but they did develop a fatal flaw.

First, what I like about them:
- I felt the sound reproduction for their size was exceptionally good.
- the noise canceling feature is extremely good. My wife has a tendency to snore a bit (PLEASE don't tell her I said that!). I'm a light sleeper, so getting a restful night's sleep was sometimes a bit of a challenge. When I put these on, it's a though I'm the only one in the room, it's so quiet. I've stood outside my office, next to I-95 in Jacksonville. Normally, that noise is so loud you can't hear someone speaking in anything less than a shout. With these on, the expressway at its busiest wasn't much more than a faint whisper.
- They're very light, and I find I can wear them an entire day without any discomfort. Sleeping with them on is not an issue, except when I want to lay on my side.
- I found them to be very well built. Though they're a small form factor, they're solid, yet soft and plush where they need to be.
- I used them when doing light exercise, like walking, though I don't believe they're built for intense workouts at the gym. The ear cups are somewhat absorbent, and they wouldn't stand up well to a sweaty workout very well.
- I like the voice interface when I turn them on, telling me what percentage my battery is at, and what the headphones are connected to.
- They were VERY easy to pair with my iPhone and my PC. Being able to pair two devices to the headphones was really very handy.
- the bluetooth range is really exceptional. I was over 70 feet away from the source before I began to lose my connection.
- the battery charge lasts a few days, even under heavy use. Well, at least it DID (more on that in a bit)

Indifferent: the app. I really can't make sense of the app - it doesn't actually seem to do much. I found I couldn't update the firmware via the app on my iPhone - had to connect them to my PC and update from the BOSE support site.

Problem: I purchased these headphones in October 2016. In June 2017 I found that the headphones began to power on, even with the switch in the full OFF position. Just once in awhile at first, but over the course of a couple of weeks it became every day, and eventually they power back on as soon as I turn the switch off. Essentially, they're never powered off now, even though the switch is in the full OFF position. As soon as I turn 'em off, they power back on and immediately pair with my iPhone and my PC, which effectively mutes the sound on the mobile device or my PC, since it's routing through the headphones instead. I checked my warranty, and found it to be for one full year from date of purchase. Bose even provides a support link on Amazon with a phone number to call. I searched the reviews on Amazon, and found that a few other users were experiencing this issue as well. The reviews I read on the tropic didn't mention if they'd contacted BOSE for help or not. I called Bose, and spoke with a very friendly, helpful support tech. He walked me through the process of removing an ear cup to find the serial number so he could verify the warranty, and immediately set me up with a new replacement pair of headphones. He said he'd never heard of my issue before, but when I told him that it had been reported on Amazon's site, he said he'd certainly check further into it. Hmmmm.....

So, yeah - I like the headphones. A lot. But that deal with not being able to turn them off is pretty bad. In all fairness, there are a LOT of very strong 5-star reviews for this device, and only two (that I found) that mentioned this issue, so it does appear to be a very isolated issue. I hope it doesn't affect the replacement pair!

In spite of it, though, I find that I highly recommend the BOSE QC-35. I'm quite sure the audiophiles out there will tell you there are better sounding, better noise cancelling, more comfortable headphones for a better price. But I'm not in that category by any stretch. To me, the combination of weight, build, comfort, sound, noise cancellation, ease of use, and service after the sale make these a very worthwhile purchase, and I strongly recommend them. No 'free or reduced cost' in exchange for my review; I paid the full price for these, so my views are my own, based on my experience with this device. Hope you find this review helpful as you search for your own personal audio solution."
344,5.0 out of 5 stars,"Upgraded from an older Bose model QC15. What I disliked about the older headphones, Bose has improved with the QC35. For one, the cord. I've always disliked the hassle of the cord. I'd lose it or forget it when traveling. Now, that's no longer an issue. Bluetooth pairing is easy and fast every time. Another improvement is the USB charging. Went through packs and packs of batteries because I would always forget to turn them off. Being able to charge / recharge with USB is golden, so no dead headphones on those long distance flights! Although I'm not sure what the true battery life is, I like that there is an audio indicator that tells you ""Battery at 80%"" and the device it's connected to. For me the sound is awesome. I love the ability to throw these on and stay focused in environments where I'd like to block out the noise. That said, as always Bose delivers on the Noise Cancellation, which is outstanding. Are the Bose QC35 perfect? As near perfect as you can get. I'd love to see additonal improvements with long-term use and comfort and overall size. Hopefully, Bose will consider an auto-off option in the future, but outside of that I would buy again! No cord, no batteries and I'm fine."
345,4.0 out of 5 stars,"Great pair of headphones, here is a what I like, and dislike about them.

Pros: 1. Sound quality is absolutely amazing. I think these headphones will beat or compete with any others on the market.
2. These are the most comfortable pair of around ear headphones I have ever worn. The leather pads on the ear cups actually go around your ears (great for people with glasses like myself) instead of sitting on your earlobes like most ""around ear"" headphones.
3. The battery life is actually better than advertised. You can get close to 25-30 hours of actual wireless playtime from a full charge.
4. The noise cancellation feature is quite amazing at blocking out low background noise without any music playing.

Cons: 1. The construction seems very fragile. They are made of almost 100% plastic. The ear cup hinge and pivot points seem like a major weak spot. I can almost gaurantee that they would not survive being dropped on a hard surface without some kind of damage.
2. The battery is not replacable. Once the battery eventually loses it's strength and doesn't keep a charge you cannot use the bluetooth or noise cancellation features anymore, but they can still be used with the auxillary cord.

Hope this was helpful. I am an actual customer, I have not been paid or compensated in any way for this review."
346,2.0 out of 5 stars,"Short version... if you want the best Noise Cancelling Headphones, that are very comfortable, and offer top notch sound quality... buy these.

Let me start the review by saying I am by no means an ""audiophile""... I have a moderate setup for my home music listening. I use Sennhesier HD 580s with a Cambridge DacMagic - about a $400 setup in total. I was not expecting a wireless Bose NC headset to compete... but I have to say the sound quality of the Bose is on par with my desktop setup. In short, for the price point the Bose are about as good as HD 580's with a DAC. IMO at least.

I travel for a living, so comfort is a key aspect for me. I would say these are again on par with my 580's, and maybe even a slight bit more comfortable. I have a HUGE head, so this is always a area of concern for me, but the QC 35's do a great job of flexing, without putting extra pressure on me. Padding is top quality. Build feels ""strong"".

Now about the NC... my god... I don't know what type of sorcery Bose is conjuring up at their HQ, but the NC is unlike anything I have heard before. It's not natural... I tested this by turning up my white noise machine in my office to max, turned on all the fans, and opened the door to my office to allow my screaming children a chance to contribute to my test.... it was like someone hit a ""mute"" button to the world. It was one of those moments when you experience a new type of technology that leaves you speechless for a minute. Like seeing 1080P for the first time 10 years ago... I even let my wife try it on, and she literally looked at me and said ""I feel like I'm 20 feet underwater"", which I guess is the best way to describe it.

The only ""Con"", and it might just be me... whatever they are doing for the NC, makes my ears sometimes feel like I'm changing altitude. Its like a small ear pop to adjust when you're flying. It can be a tiny bit disorientating at first. after about 10 minutes, this sensation went away."
347,3.0 out of 5 stars,"I did a lot of research before purchasing the Bose QuietComfort 35 Wireless Headphones. My main goal was to find active noise cancelling headphones that actually worked. I am an IT professional, and my day-to-day work requires intense focus and complex technical challenges. But my work environment is also situated next to support specialists, and other less technical roles, wherein there is an excessive amount of noise, and quite frankly a rather Jr. High School environment. My company tries to be hip, and tends to attract a very young work force. Needless to say, my productivity (and sanity) has suffered due to the less than ideal circumstances I am required to work in.
When the headphones arrived, I couldn't wait to try them at work. Let me just say, in all honesty, I am astonished at how good the headphones cancel nuisance noise, such as the loud hum of the air-conditioning units, (did I mention my ""office"" is situated inside an old converted building that used to be a sausage factory)? Yes, the ""perfect storm"" of nuisance noise due to a building that acts like an echo chamber. By the afternoon, the warehouse environment has the noise and volume of conversations akin to a Jr. High School cafeteria.
The price is worth every penny for the noise cancelling properties. Its just amazing how quiet and serene the environment is that the headphones produce. Yes, it is like being immersed in a totally different environment, not just having the nuisance noise reduced to a negligible level.. I am more relaxed, more focused, less irritable, and I have reclaimed the ability to be more productive and to work at my level of maturity and focus.
I would not rate the headphones as studio quality for the music. I would say they are above average at best for music. But I bought them for their main purpose, and that is active noise cancelling. Active as in ACTIVE. They really do cancel noise, while allowing me to hear the conversations of those around me. But even more amazing than the noise cancelling is that the conversations around me are more muted, though still discernible. So I don't lose business continuity because I still need to collaborate with co workers, by keeping up with the conversations next to me.
The battery life is awesome. And the comfort is absolutely perfect. They are soft, light-weight, and they completely surround the ear without harsh pressure or a bulky profile. And the Bluetooth is very nice too, since I am not required to be tethered to my computer. 10 stars!"
348,5.0 out of 5 stars,"I contemplated for a long time whether or not to spend the $350 and buy the Bose QC 35. BUT I'M GLAD I DID! These headphones are very comfortable and they work great with my iPhone. Sound is nice and clear and I love the case it comes in. These are the most comfortable and relaxing headphones I've ever used. The Noise Canceling only works when they are turned on and these are the best noise cancelling headphones I've ever owned, however, on one airplane flight I did notice that a lot of people were talking loudly and I was still able to hear some of the talking passengers sitting around me and a baby crying in the background but it wasn't too bad. So far 98% of the time the noise cancelling works great, I've noticed that it's only on airplanes that I can still hear background noise sometimes. Overall, this was an excellent purchase and I can't believe I ever thought of not buying them now that I finally own a pair."
349,5.0 out of 5 stars,"I'm not an audiophile, I'm just an engineer. These are AWESOME!! Best on market. Incredible noise canceling experience!! I've yearned for a set of Bose noise canceling headphones for over 10 years. About 10 years ago or whenever the 1st set emerged, I was a poor college student. Even w/ my paychecks over the years, I couldn't justify spending $300 on a set of headphones and on top of that, i was reading how Bose started to use cheap material. Instead, i ended up buying numerous cheaper ones ranging from 50-200$. Then Apple headphones came out and they were good enough. Well, now that I'm older and have a bit more $$ to spend on better things, I finally got around to buying this and I regret not forking up the chedda for a pair over the years. This actually put a smile on my face listening to some of my favorite songs.

Pros:
- IMO, 80% of background noise is gone when the noise canceling is active with NO audio. Up to 90% of background noise is gone when you start playing your favorite songs or have audio. You do hear people talking or a bit of noise, but it's faint. If you're enjoying the music, you're not going to hear anything
- comfortable. I'm a natural type of guy. No watches, bracelets, ear rings...etc. Needless to say, I don't like to wear anything. After using these for a few days, I now feel I need them. i can use them for hours.
- As mentioned, I'm not an audiophile, so I can't tell you what its lacking in terms of sound quality, but it sounds just perfect for me. I hear excellent quality music.
- Wireless. Not a big deal nowadays, but it's a pro nonetheless. Answering call feature worked for me in my office. I received a call and worked out perfect. The other person heard me fine.
- Includes airplane adapters - I haven't tried them on a plane, yet. Will report back to see if it's convenient or do i need to buy more adapters.

Cons: I barely have any cons and i don't even think they're that bad.
- The only thing I felt Bose could've done was do more research on sleeping w/ these headphones on or using them for extended periods for traveling. I tried to use it w/ one of those neck pillows and it always rubbed. You could hear the rubbing noise or crackling noise. So it's best not touch the headphones while your again something. Would a better material block this or allow you to at least lean on them w/ a pillow? Or is this asking for too much? For $350, no.
- no batteries. pros/cons. You have to compromise at some point. Because of this, it may not last as long as the QC25, but hopefully, they'll redesign better for QC45? But we're talking at least 5 years.

Bottom line - if you travel a lot, it's an absolute must. Best on the market for the price. Even if you don't travel and you're into headphones...get them! Forget about Beats."
350,4.0 out of 5 stars,"I fly frequently for work and personal reasons and had a pair of the Bose Quietcomfort headphones that were wired. They have always worked great and I've never had any issues with them. Then along came my iPhone 7 and a new problem was created -- in addition to fiddling with the headphone wire, I had to use the inconvenient headphone adapter for the phone. Great...one more gadgety/wire-like thing I have to be sure to have on hand. So that sets the stage for the need. Then Bose decides to produce this headset. Feeling cash leaking out of my wallet in an unprecedented way, I ordered this headset with some hesitation. $350 is a LOT and I mean a LOT of money to spend on headphones. I'm not an audiophile -- what I need is the noise cancellation. Ever been on a flight with a chatty seatmate that won't give you any space and wants to relay their life's story? Babies screaming? People behind you carrying on a loud conversation for the entire flight? I'm not a grump, but I like my quiet space sometimes. The Bose headsets on a flight send two signals: 1) I'm busy, don't bother me, and 2) I have some class.

Despite the huge cash outlay, I'm REALLY happy with these headphones. They flat-out work great. They eliminate the problematic wiring and the fussy adapters. And I gave my wired Bose headphones to my wife, who doesn't travel as much as I do, and she's really happy with them!

My final advice: if you can afford these, they do the job they're intended to do in a reliable way. They're not audiophile headphones, but the range is just fine for normal people. :-)"
351,1.0 out of 5 stars,"You get what you pay for. Not much to say really. Bose is leading the way for NC tech. I looked at cheaper brands but I just kept coming back to these because the reviews of others where that they wished they'd paid the extra for Bose. I use these when I'm working at my computer and the kids are playing. I don't hear a thing. My wife will call for me and I don't hear. She ends up texting me to get my attention. At night if I'm working I'll put them on to listen to music. When you put these on when there is no noise already, it's errie feeling. These are also super comfortable. They cover the ears completely and are soft and light. They don't end up hurting the ears after wearing them for a long period of time. They also stay charged for quite a long time.

Could you get cheaper NC headphones? Yes. But I will say what you always hear. You get what you pay for. This is the first thing I've ever purchased that is Bose. I can't afford to buy a lot of Bose products. But I'm so happy that I decided to get these over a cheaper brand. They are expensive because they work. They cancel the noise, they are comfortable, they are wireless or wired, they stay charged forever, they don't heat up on your ears when you use them. Bose uses the best noise canceling technology and no one else is anywhere near having the same quality NC tech as Bose. So if you really want NC and comfort then she'll put the extra cash. You won't regret it. Once you put them one you'll know you made the right choice."
352,4.0 out of 5 stars,"This is my first pair of ""nice"" headphones so I don't speak from lots of experience, but these are a pretty solid pair of headphones. The quality of sound is great and the bass is perfect (as long as you're not a bass-a-holic). There's a few things to note, but they're mainly just super nit-picky.

1) The range isn't great, sometimes it even cuts out for a second or two while my phone is in my pocket. I can generally walk into the next room with no problem, but the room after that usually gives me a little bit of cut out. Going onto a different floor basically guarantees cut out.

2) It's difficult to connect to non-phone bluetooth devices. I connected these to my computer and I had to jump through hoops to get there. I don't know if it was just my computer, but the headphones were a little to blame. You have to ""clear"" the bluetooth memory on the headphones first before you can connect them to anything else, which made my computer not able to recognize it for about ten minutes.

3) Sound over bluetooth is very quiet. This is the feature I'm most disappointed with. I don't know if this is a common aspect with bluetooth listening devices, but the maximum volume doubles when connected with a wire. I can't watch movies on bluetooth because the volume is so quiet. I don't mind it with music, however. In fact, I think that counts as a plus so you don't turn your music up too high and damage your ears.

4) Noise-canceling isn't absolute. It eliminates low rumbly sounds almost completely (car, fan, plane, etc) but higher noises (other music, voices) sneak through, though they are muffled."
353,5.0 out of 5 stars,Very nice quality headphones with stellar noise canceling capabilities. Having tried numerous brands the bose continue to impress and far exceed others. I have issues with the fixed battery and hated having to deal with individual batteries. The charge lasts a very long time so no worries on how long they can last. I really like that they are also wireless and can easily connect to the phone.
354,4.0 out of 5 stars,"paid, what i thought, was too much $ for a pair of the bose sport in-ear headphones in 2010...$130.00...sooo wrong!!!
Best buds EVER!!! Still have them, still sound better than any other buds out there!!!
So when i came across the QC 35 wireless headphones, the only hesitation was from the spotty wifi.

i have had other over the ear headphones with heavier bass but, NOWHERE NEAR AS GOOD OVERALL SOUND CLARITY & QUALITY.
I cannot stress this enough, Bose hires tiny fairies to hide in ur headphones that jump out and massage ur eardrums with sweet sweet music!

Bose is audio for true audiophiles, plus, they are physically made well...very durable and comfortable.
They are stylish, if like me you like understated.
Noise-cancelling tech is great and they probably make great earmuffs!

Unfortunately for Bose, unless they come out with headphones that make sweet love to my ear canals, i will not need to buy a new pair for at least 10 years."
355,3.0 out of 5 stars,"Love the design of these headphones but after a few months of use I have major gripes about 'em. I live in an open concept house w/ 3 other guys and we all work from home. I had Win 7 and tried for 4 days to pair these with my PC and no dice. I'm a techy guy for a living so generally know how to make this stuff work. Roommate got same model and had same experience w/ Win 7. Called tech support and 1st agent said they should work automatically, reboot. Called back and 2nd tech said ""they're only for mobile devices"". Bout lost it.$350 for headphones that only work on mobile?

Got upgraded to Win 10 and they paired easily and have been using them for conference calls Do about 4-6 hrs of conf calls each day so important I hear them and they hear me. Few people say they know I'm on bluetooth cuz of a tingy sound. Not a showstopper. What is driving me crazy is that in order for these to work w/ Skype the sound has to be set to the ""Hands-Free"" device in Sound settings. If I want to listen to music (in stereo) I have to switch it back to the ""Stereo"" device. I do this about 3 times a day otherwise my coworkers can't hear me on Skype.

The real kicker is this is because Bose won't develop the necessary drivers. If they did then they would pair easily and work properly. I'm seriously considering switching to the Seinnheiser's. Heard they are better developed.

Pros:
- lightweight
- comfortable
- good sound (not great)
- noise cancellation (both mic and ears)
Cons:
- pairing these with a Windows 7 OS is apparently impossible
- ease of use not ideal on Windows 10
- voice quality not greatest when on conf calls"
356,5.0 out of 5 stars,"These headphones are the Best!!!! Cancel out noise, clear, can move around with 'no strings attached'! Why did I wait sooo long to get them!!!!
Can sit back or work on preparing dinner as I listen my latest Audible book...no distrubance to others around and no worry about the other people, pets, etc. disturbing me.
Thanks, Bose for a great product!"
357,5.0 out of 5 stars,"Finally, I can stop fighting the wire. I loved my QC25 earphones but It seemed the wire was always getting caught behind me, under me or tickling my neck. Now at last I am free of the cord - Thank You Bose. Plus, the noise canceling technology has been vastly improved and really shuts the world out just enough that I can focus on my music. The balance of the different ranges of sounds is well done and keeps just enough bass to sound great without becoming a constant pounding in my ears. I love these things. Worth every penny.

Update: After about 1 week, my QC-35 earphones suddenly stopped pairing with my iPhone 7. Contacted Bose customer service and after several attempts to correct the problem over the phone, without hesitation, they prepaid the return of the earphones and are sending me a new pair. This update is not a critique of the sound quality of my QD-35 earphones.

Update: 10/31/2016 Bose sent an entirely new set of QC-35 earphones to replace the ones that stopped pairing. The support staff was efficient and helpful. Bose makes quality products and it's nice to see their support staff is also great. I have not lost any respect for Bose.They are A+ in my opinion."
358,5.0 out of 5 stars,"First off the Bose QC 35 1 has great quality in construction and build similar to the soundstage. I'm not an audiophile but did enjoy the sound quality. The case they come in is a harder than soft shell case which seems firm enough if you dropped them from an average height.

However, I did end up returning them for two reasons. The first is the Bose connect app privacy concerns. You have to allow the device GPS location and it needs to stay on. This drains the battery of your device and seems unnecessary for people using non GPS capable phones. The second reason is a personal reason not an issue with the headphones. The ANC is pretty effective and tricks your ear into thinking you need to pop your ears like on a plane. From some forums it seems this goes away after a few weeks but I didn't want to wait and adjust. The light hiss when not having music on was pretty audible and the ANC made me feel sick somewhat like a stuffy nose and pressure on the ears. Again this seems to be because the ANC is very effective at blocking ambient noise.

If it doesn't bother you or you can adjust to it then these are definitely a good buy."
359,4.0 out of 5 stars,"UPDATED

I've had these a couple of weeks now. I still consider these to be the best headphones I've ever had. I had to deduct a whole star and in the CONS section you'll see why.

PROS:

First: Super comfortable. I never get tired of wearing over the ear style headphones and these, while they can get hot if you're outside on a hot day, are really comfortable to keep wearing endlessly otherwise.

Second: They connect to two separate devices!!!! I can connect them to my Macbook Pro AND my iPhone *simultaneously*. No more disconnecting from one device to connect to the other. YAY!

Third: The sound. I've had a number of bluetooth headphones over the past three years and nothing beats the sound of these.

These replaced my Beats headphones, RIP. Those were good, but these are exponentially better.

CONS:

Any apps which access the microphone (i.e. Voxer, Phone, etc), will mess with the noise canceling aspect of these headphones to such a degree that it's causing noise problems. The volume, clarity and quality of the person's voice is diminished considerably while the sounds of environmental noise are amplified over the person speaking. I don't know if this is a bug or a fundamental issue with noise canceling bluetooth headphones with a bluetooth microphone in general. Honestly I'd prefer people leave out the microphone when it comes to bluetooth headphones of any kind, it's rarely of good quality and the delay in microphone activation is too late. This is especially the case with Voxer and speech to text apps."
360,2.0 out of 5 stars,"I do think these are worth the price. I commute on the subway and am always surprised at how they block out a lot of the ambient noise. They aren't great at blocking conversation completely, but I love these headphones. The battery lasts very long. I only wish that the charging cable was longer, since it is so short that you can't charge the headphones and wear them at the same time."
361,5.0 out of 5 stars,"After using the Bose QC35s for about a week now, I can definitely say they are amazing. I am pretty shocked at how much power, volume, clarity, and noise cancellation they have.

They are very comfortable, and I’m the pickiest headphone user comfort-wise that I’ve ever met. I still need to take breaks from them every couple hours, but that’s better than any other over-the-ear headset I’ve tried

Noise cancellation is on par with the QC25s, battery life is insanely good - 20hrs according to Bose. I haven’t tested it out, but I can say they easily last a full workday with ~60-70% battery left

The pairing is a little weird at first if you’re just trying to use the controls on the headphones…. this is because it can sync to 2 devices actively, and up to 10? total. You can use the headset itself to change sources between the two it’s connected to, and it is a little weird until you understand how it works
It also tries to determine which one to connect to automatically, if only one of the two sources is playing audio

There’s an app you can download to manage all of that, though, and the app works really well. So far I’ve used it on
1. My iMac
2. My Macbook
3. My iPhone
4. My AppleTV
Downside - doesn’t work with XBone since XBone doesn’t support Bluetooth. PS4 it works wired as headphones, not headset.

Has dual external mics to help with noise cancellation as well as an internal mic in the earcup. Voice quality is pretty good, not as good sa dedicated headsets, but better than most phone headsets
It has great range, and surprisingly good bass. They are my best sounding headphones - between these, my Denons, Sennheisers (though these are a high-end gaming headset), and Apple earbuds.

I really dig the wireless as well. I was watching Spider-man (originals) the other night, and was wearing these. Was able to get ready for bed and still listen to the movie very clearly.

I’m really excited to take these camping and try them there, because my Mom and my Brother both snore really bad and I always sleep terrible. The noise cancellation on these help a crap ton. I have a couple people in our small office that use loud mechanical keyboards, and with these on with some low-volume music, I can’t hear their keyboards at all"
362,5.0 out of 5 stars,"There are several reasons functions to speak to for these headphones:

1. Wireless (Bluetooth)
2. Sound Quality (output and input)
3. Comfort
4. Noise Cancelation

As far as bluetooth pairing is concerned, it paired very easily between my phone (iphone 6s running latest) and my mac (El Capitan). I have three devices paired to bluetooth on the Mac, and yes, it does stutters when it initially starts. I did find a suggestion to modify the defaults on the BluetoothAudioAgent's minimum bitpool. The headset swaps seamlessly between a phone call on the phone, and audio from the laptop, or even audio from the phone. Note, I don't think it's blended the audio between the two sources, so be aware of which device is active at the moment.

Sound quality seems pretty good. I'm no audiophile, I just like listening to decent sounds, so I'm sure I'll get a ton of flack here. However, at moderate volume levels, you can hear quite a bit of the lows and the highs, and they're not muddy. I'm quite happy with the sound quality, and I'm sure there are many, many reviews from people more qualified than I on this front. Note, technology-wise, this pair of headset does not implement the aptX protocol, so you will not benefit from the higher transmission rate from bluetooth on Android phones, or other devices that support aptX.

These are probably the most comfortable set of headphones I've ever owned. That said, these are also the most expensive set of headphones I've ever owned. The pleather cushions are quite soft, and the top band is also cushioned. It comes in a case, and folds up quite neatly. I think I suggest using the case, instead of throwing the pair into your backpack, or carrying case of choice. The construction seems solid, but they do fold, so there might be weird stresses if you put them in a bag without protection.

Noise cancellation is great. I started wearing them in the office, and immediately I noticed that I did not hear the HVAC system anymore, when I put this on. Everything else seems a lot more muffled, though I do hear a bit of noise when the door closes. I suspect I'm going to need a mirror on my monitor. Sometimes there are people walking by who need me, and have startled me already, when trying to get my attention.

Overall, I'm quite pleased with this pair of headsets. I don't know why it took me so long to take the plunge. Oh yeah, it was being wireless."
363,4.0 out of 5 stars,"I've had these for the past 2 months, and used them mainly for studying both with music and without. These are incredible! Sure they may not have the most accurate sound signature, but for the average consumer these will be leaps and bounds better than the majority of other headphones. That being said, I have had the Sony MDR 1000x and the Sennheiser PXC 550 as well. I honestly hated the Sonys, due to the sub par noise cancelling and poor audio quality. The Bose in my opinion sound much better and the noise canceling isn't even close. The Sennheisers had great sound quality but for mostly EDM and Alt-rock that I listen to, I found that I like the Bose better. All in all I found that after a good couple of hours burn in these are far exceeding my expectations. Which I hate, because I hate Bose and beats fanboys."
364,3.0 out of 5 stars,"Excellent noise cancellation, excellent battery life (10 hours or more in a noisy environment). Reasonably good microphone, considering it does not have a boom mike. It would be perfect if it had a removable boom mike. Maybe Bose will engineer one some day, here's hoping.

Sorry, wanted to add that the headphones connect up to two devices at the same time,and can track up to 8 bluetooth pairings. It will also work off of an audio cable but be aware that the headphones use a 2.5 mm plug, so your audio cable must have a 2.5 mm male connector on one end and a 3.5 mm type male connector on the other end, assuming you will be using the headphones with a device with a standard 3.5 mm plug. The headphones come with a short cable but to be practical for use in an airplane for example you need a longer cable (such as the Black 6ft Gold Plated Design 3.5mm Male to 2.5mm Male Car Auxiliary Audio cable Cord headphone connect cable for Apple, Android Smartphone, Tablet and MP3 Player, sold by KetDirect)."
365,5.0 out of 5 stars,"Great headset for anyone who wants to drown out all background noise when listening to music. I'm making this review for one reason, when I read reviews on this headset, some complained that the noise cancellation could not be turned off while on bluetooth, forcing them to go wired and turn off the headset entirely in order to get around this. However, I looked past it and hoped that it wouldn't bother me, and it didn't. Recently I've updated the app for the headphones and noticed a NEW feature, one that allows you to have the noise cancellation off, Low, or High (while connected to bluetooth as well!). So for everyone worried that they want to use these without noise cancellation, YOU CAN NOW and you should ignore the reviews which complain that you cant."
366,5.0 out of 5 stars,"Whoa. I've had these for a less than a day, and haven't even been on a plane yet -- but so far, the noise-canceling feature is the best I've experienced on any wireless headset. Tuned out four barking dogs AND Fox News and enjoyed myself a morning of Guster and podcasts with no interruptions. Design-wise, clean and simple, a step up from the earlier version, which I also loved but left on a plane (and that version's noise canceling was only so-so). I'm also mildly obsessed with the case, which looks like it was designed to hold a very fat iPad Mini -- roughly the size of a mid-sized paperback. Secret pocket holds the wired interface. Bose put a TON of thought into the design and function of these headphones. They were worth the uber-premium price, especially if you're on planes a lot. I'm going to nerd out and tape my name and address into them (somebody returned my iPad thanks to doing that), because I never want to lose them or buy another pair until they wear out. #allthestars"
367,5.0 out of 5 stars,"The QC35s are amazing! For the record, I was born partially deaf, so my right ear doesn't work for the most part. Left ear pretty good. These are great over the ear headphones. They don't give feedback into my hearing aid in my left ear at all!!!! The sound is ridiculous!!! I paired it simply and easily with my iphone. The app that you can download is ridiculously easy to use, shows battery life, what you're connected to and you can play music from your iphone. Add to this I bought a bluetooth external device for my TV. It paired with that simply and easily. Now I can watch TV with my QC35s on and oh my goodness the sounds others take for granted I am hearing now. And for sports on TV it's like the announcer is in my ear. The sound is so crisp and clear.
I've not done much with the noise cancelling as of yet but I'll add that to the review once I play around with it a bit. Seriously, well worth the coin!!! For me, it is the pairing with my TV that put me into a whole new sound world because of them.
The band Boston, I have their first album on my iphone. The guitar sounds are so pure and crisp."
368,5.0 out of 5 stars,"This is the best thing I purchased in many years. The sound is great. The battery lasts long and the level of noise cancelling is really good. When I flight, I can avoid the loud noise of the engines and have a nice travel and sleep. When I'm walking on the streets, the noise from the cars and people is almost imperceptible.

There are two little things I don't like it: the size could be a little annoying, because you can't hang it in your neck, but it's acceptable because the most of the time they will be in your ears ;-) The other is that, sometimes, they're glitches when you are walking. I guess that is not a problem of the headphones theirselves, considering that this happened on the streets, in some places, but never indoors. Maybe it's some kind of interference, because of the bluetooth, I don't know.

However, I'm really happy with my new headphones. They're wireless, good noise cancelling, good sound and the battery lasts enough for a long day."
369,5.0 out of 5 stars,"Knowing what $350 can buy you in the wired world, you have to be prepared to compromise on sound quality with wireless. These are very close to the best on the market right now for the price (haven't tried the Sony 1000 yet); I think the Sennheisers edge them out. Wireless audio has ways to go before getting to hear the perfect bass and snares like you would on wired sets. I've had high end Grados, own Denon 7000s, owned Bose wired cans before, and listened to wireless JBL, Beats etc for a comparison.

The noise cancelling works very well, which I fully expected with Bose.

I can easily recommend these to others, but I'm not blown away with the sound given current bluetooth audio tech."
370,2.0 out of 5 stars,"I had QuietComfort 15 for few years, went though three cords and a set of earmuffs. Time to upgrade to 35. And these are an upgrade indeed.

The set can be paired to several devices. It is good to install their iPhone app if you want to have more than two devices paired to it. Only two devices at the time can be active. The others will be inactive.

The sound quality is good for a non studio set. The noise cancelling as good as on old set. Battery life, after a full charge and a day use on transport and in the office 80% reserve remained. To me that is very good. The set also comes with the cord, when used with the cord the battery life doubles (or so their manual say, I have not tried yet)

The set came charged at 70% and ready to be used out of the box. To charge attach the set to a USB port. To access advanced features install iPhone app. You will be able to disable the annoying voice prompts. Volume, FF, REV, SKIP can be operated from the set. The set is light, inside of the arch is made out of springy steel. Comfortable and feels very nice."
371,4.0 out of 5 stars,"Frankly don't buy this headset if you're going to use in Windows 10. It has constant hissing like a cheap RF wireless set from the 90s. Extremely disappointed with my expensive purchase. When trying to use it for video conferencing it will sometime result in very loud static noise being sent instead of your voice, so terrible for conferencing. And yes I've got it updated to the latest firmware.

The one thing they're good at is cancelling out ambiant sound. But again it just doesn't work well at all when paired to a computer. Must only be good with iPhones..."
372,5.0 out of 5 stars,"The good:

- Incredibly comfortable. These are the first over-ear headphones I've owned that don't hurt after extended wear. Even with glasses on, it feels like I'm not even wearing headphones. Very little pressure applied, but still manages to stay on my head without issue.

- ANC is great. As others have noted, works better on low frequency sounds. Won't block everything -- higher pitched intermittent sounds will still get through (but will be very muffled).

- Battery life as advertised. You could wear these to sleep and still get through the day without charging.

The bad:

- Minor connection issues at times. Walls and things can really interfere with it, but that's pretty normal.

- Had some troubles when connected to multiple devices. Would cause the occasional audio skip if sounds are coming from both devices. Not really a deterrent, just something to keep in mind.

All in all, great purchase. Cost a pretty penny, so budget-minded individuals might want to look into a refurbished one. This won't cut it for audiophiles, but I don't think it gets much better than this when it comes to wireless, noise cancelling headphones. The Sony MDR-1000X is a good alternative if you are willing to swap comfort for better audio, and also comes with some nice features that the QC35s don't offer, but if comfort and noise cancellation is what you're after, you can't go wrong with these."
