,Comments,Date,Product,Ratings,Reviews,Title
0,Was this review helpful to you?, July 6 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,They were nice while they lasted. I've had them for 6 months and they are already defective. I have to constantly twirl the input to hear sound. It cuts in and out constantly when I'm moving with my phone in my hand.,They were nice while they lasted
1,Was this review helpful to you?, July 14 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"I like it, but doesn't have a volume control",Four Stars
2,Was this review helpful to you?, January 25 2018,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,3.0 out of 5 stars,Works good. Breaks super easy though.,Three Stars
3,Was this review helpful to you?, December 18 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,My husband loves these headphones. Thanks for an awesome gift- good quality and color.,Thanks for an awesome gift- good quality and color
4,Was this review helpful to you?, December 7 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,This is our 3rd headphones set and we are very satisfied with them.,... is our 3rd headphones set and we are very satisfied with them
5,Was this review helpful to you?, February 1 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,3.0 out of 5 stars,"These headphones are average I've had better but had worse, they do hurt the ears after just about an hour. They have a cool design and had pretty good sound bass is ok but if u try to watch a movie with them u would think u were in a bathroom with all the echo. All in all good product for price",These headphones are average I've had better but had worse
6,Was this review helpful to you?, December 10 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Got them very quickly! They're for my almost 10 year old daughter and she's going to love them. Silly, but the sleek black box they come in make them looks more expensive than they are. Gonna be a big hit!",They're for my almost 10 year old daughter and she's going to love them. Silly
7,Was this review helpful to you?, October 9 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Works wonderful, and great customer service",Five Stars
8,Was this review helpful to you?, March 18 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,I LOVE them! The bass is rich and really good but it doesn't do a good job when you're listening to songs that focus a lot on treble,Great Bass
9,Was this review helpful to you?, February 9 2018,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,3.0 out of 5 stars,used for school good product,Three Stars
0,Was this review helpful to you?, July 22 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"Impressed with the quality of these headphones for the price. We have bought several off brand options before and were disappointed with the fit and comfort, however these are very comfortable both around the ears and over your head. The foldable feature is also really nice. The only reason that I'm rating these 4 instead of 5 stars is that the sound quality is not quite as great as we had hoped and you can definitely hear what someone is listening to when they have them on. I still think they were wonderfully priced on sale for the quality we got and would recommend to anyone that isn't looking to spend a fortune on some comfortable, portable headphones, just don't expect them to be 'noise canceling'.",Great quality for the price point
1,2 people found this helpful. Was this review helpful to you?, June 18 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,"I got this head phone for my 10 years old girl for her bday, she didn't use this for two weeks, one side just completely stop working, I'm gonna try to return this product, spend a little more get a better one.",Don't buy!
2,Was this review helpful to you?, August 12 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"Great headphones for the price! My only complaint about the design of the headphone itself is that my ears tend to get sore from the pads.

My first set unfortunately ended up breaking (a piece inside must have come loose in one of the phones so whenever I turned my head I would hear a harsh rattling sound from that piece moving inside). I contacted Ailihen. They were extremely helpful. They sent me another headphone free of charge without any issue and the replacement came within a few days. I would definitely consider purchasing other products from them in the future.",Great headphones for the price
3,One person found this helpful. Was this review helpful to you?, June 22 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,"These headphones have low volume, weak bass and after only a few weeks of use, the plug end is malfunctioning. Has to be wiggled to get full sound. These headphones are cheap and now i have to throw them away.",Cheap and Worthless
4,One person found this helpful. Was this review helpful to you?, March 29 2018,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,These are great headphones! These are my third pair (my husband lost the first two) and I haven't ever had a problem with them. They can even withstand my toddler getting a hold of them!,These are great headphones! These are my third pair (my husband ...
5,Was this review helpful to you?, May 23 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"Sound quality is great for a non-audiophile. Good bass and soundproofing.

After a couple hours though they seem to hurt the sides of my ears from pressing on them. Not sure if it's the shape of my ears or size of my head but I need to take a break every few hours.",Great bang for buck as long as your head fits.
6,One person found this helpful. Was this review helpful to you?, January 17 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"I don't know much about headphones but the sound quality is great. The fact that it folds into itself is really nice for storage or bringing it around. The cord is sturdy and feels like it won't brake. I have not tried out the microphone but I am sure that it will be great like the rest of the product. The only issue I had is that after about 30 min of wearing them, my ears hurt from the pressure. They are a bit too small.",... know much about headphones but the sound quality is great. The fact that it folds into itself is ...
7,Was this review helpful to you?, February 23 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"The bass is great and the noise isolation seems to work pretty well. They are also very comfortable. Like any pair of headphones I have ever had I need to take them off after like 2 hours or so because it starts to get a little irritating having something in or on your ears that long, but compared to others these are pretty comfortable for an extended period of time.

By the way I saw a comment posted which said that you can't skip to the next song with these headphones, but actually you can. You just have to hit the answer button twice, just make sure you do so fast enough. If you do it too slow it just pauses the song then plays it.",The bass is great and the noise isolation seems to work pretty well
8,Was this review helpful to you?, February 22 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Best $15 I ever spent. Perfectly good sound quality and they don't squeeze my head so hard I get a headache.

Update a year or so later: Still love them. Bought one for everyone in the family, my daughter brutalizes hers and I’ve had to replace a couple for her but they take a beating, last long enough, and are cheap to replace. I’m a fan.",Best $15 I ever spent
9,Was this review helpful to you?, August 19 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,My 8 year old son needed a new set of headphones for school as you have to provide your own. I tried them myself and the sound is very good. The headphones are very comfortable; they swivel to fit your ear and lengthen to fit your head properly. It is a stylish design and the blue is very vibrant.,Great set of headphones without the excessive cost.
0,One person found this helpful. Was this review helpful to you?, February 24 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,"Worked great, until they didn't, just 3 months into using them (and a month after the return window closed) - definitely not worth the money!","Worked great, until they didn't, just 3 months into using them."
1,Was this review helpful to you?, January 11 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,My son loves them.,Five Stars
2,Was this review helpful to you?, September 22 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Right speaker went out after two weeks.,Five Stars
3,Was this review helpful to you?, January 28 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"Great price. Also, great for using on my laptop when looking at Facebook or Videos. The only thing I don't care for is I still hear background noises around me from my husband's TV or microwave, etc.",Great price for laptop use
4,Was this review helpful to you?, February 9 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,I bought these for my son. They arrived quickly and sound great. He uses them for gaming and music and loves them. Great quality for the price,They arrived quickly and sound great. He uses them for gaming and music and ...
5,Was this review helpful to you?, October 7 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,Broke right away. Had it for 2 weeks.,Two Stars
6,Was this review helpful to you?, December 9 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Works great, love the gold!!",Good sound quality!
7,Was this review helpful to you?, September 5 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Got these for my husband to use while recording his podcast and he LOVES them!,Five Stars
8,Was this review helpful to you?, April 23 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,Worked for three months perfectly loved them but now they are broken just like every pair of cheap headphones won't work unless I continuously move the plug,NOT WORTH IT
9,Was this review helpful to you?, July 27 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"Stopped working cord doesn't connect properly returned today, need sturdy connection point",need sturdy connection
0,Was this review helpful to you?, December 28 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,3.0 out of 5 stars,"So so headphones. Sounds okay but no volume control, only a little button for on off. I bought is similar priced product as well for my kids which had a volume control and will give that product a 5 stars for value.",So so headphones. Sounds okay but no volume control ...
1,One person found this helpful. Was this review helpful to you?, April 15 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,"I was very excited to finally get these headphones, however after using them for 2 weeks the right headphone stopped emitting sound. Horrible buy!!",Don't buy
2,Was this review helpful to you?, January 25 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"For a pair of $20 headphones, they work very well. Fair sound quality, excellent noise isolation, comfortable, and a nice design to go along. However, the headphones do leak sound when listening to music on high volumes. Overall, I'm happy with this purchase but don't expect studio quality.",excellent noise isolation
3,Was this review helpful to you?, June 23 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"I live in hands-free Vermont, we need headphones to use our mobile phones in a car (or truck, in my case) and these work great!",Loud and clear
4,One person found this helpful. Was this review helpful to you?, January 21 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,excellent product-comfortable-clear-reasnable price-highly recommended,Five Stars
5,Was this review helpful to you?, August 12 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,Great product my son love them. I tried them great sound and noise cancellation.,Four Stars
6,Was this review helpful to you?, September 29 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,Not good,One Star
7,Was this review helpful to you?, July 21 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,"I am not unhappy with the headphones I purchased except that they do no lock on my head, therefore they fall off when I'm walking around let's say listening to podcasts and cleaning. Any suggestions?",I am not unhappy with the headphones I purchased except ...
8,Was this review helpful to you?, January 9 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Nice!,Five Stars
9,Was this review helpful to you?, October 9 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Cool headphones 🎧 just as good as dr.dre beats and dont have to use batteries for them just plug them in i do recommend these to people.,Cool headphones 🎧 just as good at dr
0,Was this review helpful to you?, July 13 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,This product was shipped and delivered on time. The sound isnt the best but you get what you pay for. I have no problems with the headphones. It does what its suppose to. I would order from Ailihen again.,Good buy
1,Was this review helpful to you?, January 5 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Daughter loves them,Five Stars
2,Was this review helpful to you?, December 29 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,This was purchased as a Christmas gift for a child. The headphones seem well designed and built. They fit comfortably on both a child and adult head. I'm impressed and would recommend them.,Nice headphones
3,Was this review helpful to you?, March 11 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,Earphones have stopped working already...just under 3 months now I need to b purchase another pair for my....the earphones were supposed to be durable but they could not hold up to daily use only within a little under 3 months. They were a Christmas gift for my son,Earphones have stopped working already... just under ...
4,Was this review helpful to you?, April 19 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"I am not an audiophile by any means, but... I love these!!! The sound and range / bass is great!!",I love these!
5,Was this review helpful to you?, January 31 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,3.0 out of 5 stars,"Maybe it was my phone but these headphones were very low. If i had kanine hearing i would give it 5 stars but they look good. I just dont like to look at them, id rather listen to them.",20% like. 80% wish i could have dog hearing
6,Was this review helpful to you?, February 22 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"GREAT BASS,CLEAR MUSIC, LOVE THEM, GREAT VALUE",GREAT HEADPHONES
7,Was this review helpful to you?, January 5 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,Decent. Speakers for the cost,Four Stars
8,Was this review helpful to you?, February 20 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,Had a week. Every item we used the headphones on it worked differently. On my iPad it worked normal. My cellphone only one ear worked. My sons PS4 controller people couldn't hear him talk. When they work they are great.,They work......sometimes
9,Was this review helpful to you?, March 22 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Great...!!,Five Stars
0,Was this review helpful to you?, December 13 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"They're comfortable and they do the job. There is a little bit of static when there's no sound coming through, but while listening to something they're fine.",They're comfortable and they do the job
1,Was this review helpful to you?, January 6 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,great sound!,Five Stars
2,Was this review helpful to you?, December 25 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"I was not sure what to expect when I ordered this.The price was cheap.I have to say having this now,what a bargain it was.I use it for calling people.Everyone says that it sounds fantastic.",Everyone says that it sounds fantastic.
3,Was this review helpful to you?, January 14 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"Nice set of headphones for a price I'm good with. I'm not an audiophile, but they sound good to me. The noise cancellation is nothing major, but it's enough to take the edge off of my bus commute. Plus, they fold up for semi-easy storage. A nice headphone experience overall.",These headphones don't phone it in
4,Was this review helpful to you?, April 19 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,Plug came off inside my controller.......,One Star
5,Was this review helpful to you?, February 2 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Great headphones for the money. Use them for recording and they do a great job of isolating background noise and truly reflecting what is being played. Bass is strong, major plus. Better than most more expensive headphones",Great headphones for the money
6,Was this review helpful to you?, June 1 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,Great earphones. Sound quality is really good can't complain. One minor thing the cord is really long a plus is some instances a small hassle in others.,Really Good earphones
7,Was this review helpful to you?, January 28 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Awesome sounding headphones, great fit, great cord length, very comfortable when working out. Great Job",Five Stars
8,One person found this helpful. Was this review helpful to you?, January 17 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Christmas gift to my grandson--he loved it!,Five Stars
9,Was this review helpful to you?, September 22 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,3.0 out of 5 stars,"Plug breaks easily along with mic... not recommend for gaming, but for casual listening it will do the job",Plug breaks easily along with mic
0,Was this review helpful to you?, April 27 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Sound incredible!!! Good as beats headphones, but without the pricetag!!! Great buy!!!",Good as beats headphones
1,Was this review helpful to you?, April 1 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,"Ear pads are small on my ears ,microphone hard to figure out",Two Stars
2,Was this review helpful to you?, April 2 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"Purchased for my son. He loves them. They are great headphones for preteens..Asthetically pleasing, and they don't cost an arm and a leg, and they work great for the YouTube watching, game playing, etc.",They are great headphones for preteens
3,Was this review helpful to you?, February 11 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,"At first the headphones worked fine and look great, but they quit working after 2 months. Shipping was poor. Product arrived several days after expected.",Worthless junk
4,Was this review helpful to you?, July 25 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"The headset is nice, comfortable and works well.",Five Stars
5,Was this review helpful to you?, December 5 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,For my grandson but tried them out and they are great. Well made,Christmas
6,Was this review helpful to you?, May 17 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,It works,Five Stars
7,Was this review helpful to you?, December 22 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"I have used more expensive headphones that didn't compare to the Ailhen I60's. Not only is the sound good, the headphones block out most ambient noise, including screaming hollering kids,wife, or many other unwanted noise.","Not only is the sound good, the headphones block out most ambient noise"
8,One person found this helpful. Was this review helpful to you?, June 2 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"Great sound, great look, great fit. I'll let you know in a few months how they hold up.",Four Stars
9,One person found this helpful. Was this review helpful to you?, November 11 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"I bought these headphones for my 11 year old daughter, and she LOVES them. She loves what they look like, says the sound is great and says they are VERY comfortable!","She loves what they look like, says the sound is great and says they ..."
0,One person found this helpful. Was this review helpful to you?, October 25 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Love these headphones. Purchased for use on my iPhone, iPad and Mac, they are very lightweight and the folding design makes them super easy to transport.",they are very lightweight.
1,Was this review helpful to you?, September 18 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,cord went bad really quick,needs better cord
2,Was this review helpful to you?, January 5 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"My son really likes these. They fold up conveniently. The only drawback is that they hurt his ears after awhile, but he says that's just a good reminder not to wear them too long.",but he says that's just a good reminder not to wear them too long
3,Was this review helpful to you?, April 1 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,Bought these for my grandson and he loves them. He says they are comfy and the sound is clear.,Happy with these headphones.
4,One person found this helpful. Was this review helpful to you?, August 22 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,one side quit right away. They may look nice but i would not recommend them!,They may look nice but i would not recommend them
5,Was this review helpful to you?, August 29 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Great Sound Quality,Excellent Headphones
6,Was this review helpful to you?, December 27 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"My son loves them. Comfortable fit, great sound. Received a 20% off coupon with the order. My daughter likes them, too, so we just used the coupon to order another pair for her.","Comfortable fit, great sound"
7,Was this review helpful to you?, February 17 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Bought this for my husband and used it for a work call, it was great! Buying one for myself now!",So good I'm getting one for me too
8,Was this review helpful to you?, December 14 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Cool love them.,Five Stars
9,One person found this helpful. Was this review helpful to you?, June 27 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,Broke after just a few months of use. Very disappointed.,What's that? CAN'T HEAR YOU!
0,Was this review helpful to you?, February 25 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,"Aux cord broke as soon as my son plugged it to his phone, I have to get his brand new phone fix to get the little pieces out...smh(this is my first bad review in 5-6 years)",Bad bad bad problem
1,Was this review helpful to you?, August 8 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,The audio quality is better then expected! Ordered for daughter but ended up keeping for gaming and ordering another set for her.,Great audii
2,One person found this helpful. Was this review helpful to you?, January 16 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,I bought these for my 11 year old son. They fit great and are comfortable on him.,They fit great and are comfortable on him
3,Was this review helpful to you?, February 4 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Great headphones.The sound quality and material are outsanding for the price.. I had bought a pair of Sony ones at Best Buy for a much higher price, which I returned after I tried this one. I also ordered a second pair for my daughter.. highly recommended!!",This are great headphones. The sound quality and material are outsanding ...
4,Was this review helpful to you?, January 3 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Great headphones great stereo in really blocks out the noise even if there's nothing playing hoping I don't break them like every other pair that I have gotten in the past,Fantastic
5,One person found this helpful. Was this review helpful to you?, January 18 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Great headphones... Fast ship,Five Stars
6,Was this review helpful to you?, December 3 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Excellent quality for a low price! Great sound quality and comfortable to wear, even for long periods of time (which I do, as I'm a walker). I'm very happy with this purchase.",Excellent quality for a low price
7,Was this review helpful to you?, August 17 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"I love these headphones, but they broke recently. they are extremely high quality but break easily",Great Item But...
8,Was this review helpful to you?, December 28 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Great head phones for a good price !
The head phones adjust to fit the size of your head.. they are comfortable and stay on well not to mention great sound quilty. Definitely buy again",Great head phones for a good price
9,Was this review helpful to you?, March 6 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Just what I needed.,Five Stars
0,Was this review helpful to you?, April 10 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"The headphones are extremely comfortable and provide good sound quality while doing a good job in blocking out outside noise. I was so pleased, I ordered a second one immediately to have as a replacement or as a gift.",The headphones are extremely comfortable and provide good sound quality while doing a good ...
1,Was this review helpful to you?, March 6 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,My child uses it with a fm system in school. He said it works well.,Four Stars
2,Was this review helpful to you?, March 20 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"This was a birthday present for my 11 year old son. He absolutely loves it. It is exactly as advertised. Great quality, great price.","Great Quality, Great Price"
3,Was this review helpful to you?, July 30 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Great sound. Keeps noise out well. Very comfortable to wear.,Nice Headphones
4,Was this review helpful to you?, August 13 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,3.0 out of 5 stars,"A good headphone for its price. It hurts the ears though, after a couple of hours. The holes for the ears should not be round. It costs just as much to make them oblong to accommodate most ears.",A good headphone for its price
5,One person found this helpful. Was this review helpful to you?, December 15 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Just bought another one.,AWESOME
6,Was this review helpful to you?, February 14 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,"Heavy, doesn't fit on ear, got ear pain, sound quality is ok",Not a good one
7,2 people found this helpful. Was this review helpful to you?, November 26 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,Works as hoped. No complaints.,Audiophile
8,Was this review helpful to you?, December 5 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"As soon as I opened the box, my dad took the headphones out, tried them on, and kept them, so I ended up having to buy a second pair. I love them and so does he. They are exactly what I was looking for: comfortable, over the ear, noise cancelling, and sleek.",Great headphones
9,Was this review helpful to you?, September 10 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Not only the sound is fantastic, but it nearly cancels out surrounding noise. It is also comfortable and stylish. I'd definitely recommend these headphones to anyone.","Not only the sound is fantastic, but it nearly cancels out surrounding noise"
0,Was this review helpful to you?, January 11 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"fit well, sound good",Five Stars
1,Was this review helpful to you?, March 3 2018,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,3.0 out of 5 stars,vary cheap feel but works ok,Three Stars
2,One person found this helpful. Was this review helpful to you?, January 20 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,My son (8) bought these and he loves them. Thanks for proving something that has both good sound quality and is affordable!,Thanks for proving something that has both good sound quality and is affordable
3,Was this review helpful to you?, August 31 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Bought them for my son in 8th grade for school
He said they work great.
The price point is good because anytime an electronics goes to school anything could happen to it.",... in 8th grade for school He said they work great. The price point is good because anytime an ...
4,One person found this helpful. Was this review helpful to you?, July 16 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,"Died before a month, threw away the box..cannot return",One Star
5,Was this review helpful to you?, June 7 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,loved these,Four Stars
6,One person found this helpful. Was this review helpful to you?, January 17 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,Solid purchase. Had it for a few days. I like the material they used for the cord.,I like the material they used for the cord
7,Was this review helpful to you?, December 2 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,one of the set of two i bought stop working a day after use,Two Stars
8,Was this review helpful to you?, July 7 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,good,Five Stars
9,Was this review helpful to you?, April 4 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Great design and very good product. works as advertised,Five Stars
0,One person found this helpful. Was this review helpful to you?, January 18 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"The product is great when taking into account the price. It feels comfortable, has good sound, and looks nice!",The product is great when taking into account the price
1,Was this review helpful to you?, January 8 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"sounds great, am going to order another.",Five Stars
