,Date,How Helpful,Review Contents,Score,Title
71,"on May 19, 2017","
      3 people found this helpful.
    ",Hard to judge sound quality as I only wore these for about 60 seconds.  I found them painfully uncomfortable and quickly returned them.  They squeezed my not-particularly-wide head and the ear cups were too small for my not-large ears.  Avoid!,1.0 out of 5 stars,Painfully uncomfortable
72,"on May 16, 2017","
      3 people found this helpful.
    ","Way too heavy! I was only able to wear these for about an hour before having to remove them due to discomfort.  They're very tight on the ears as well as being heavy overall.  I had to return them, the search continues...",3.0 out of 5 stars,"Look well made, but really heavy and uncomfortable"
73,"on July 27, 2017",,I have thoroughly enjoyed these noise canceling headphones. They made my flight experience even better. Thank you so much,5.0 out of 5 stars,Great sound
74,"on May 4, 2017","
      One person found this helpful.
    ",It is easy and simple to use. The sound is great. Would recommend it to my friends.,4.0 out of 5 stars,Four Stars
75,"on July 2, 2017",,Disappointed it would not sync after first and only use.,2.0 out of 5 stars,Broke?
76,"on June 19, 2017",,This product acomplish the features ofered by the vendor.,4.0 out of 5 stars,Four Stars
77,"on October 11, 2017",,Outstanding sound quality!!,5.0 out of 5 stars,Five Stars
78,"on July 5, 2017",,Nice sounding headphones!,5.0 out of 5 stars,ANC headphones
79,"on July 31, 2017",,Love these in the plane,5.0 out of 5 stars,Five Stars
80,"on April 15, 2017","
      18 people found this helpful.
    ","I have a set of Bohm headphones and these are better than the Bohm B76's.These are just more comfortable on my head.  The other full ear cup headphones are usually heavy and, as a glasses wearer, I find that they are uncomfortable.These ones are lighter and the ear cups are more adjustable.  You can swing the ear cup forward and have the band hold them in place.These paired easily to my PC, my phone (android) and my itouch.There was no cut out, within 15'.I was listening to the Moody Blues, Queen, Adele, Ed Sheeran, CCR, and then for the finale: Disturbed 'Sound of Silence'.The highs were clear and bright without any grating sharpness.  The deep base and background sounds were pronounced and clear.Lyrics were easily heard and in some songs, I heard background singers I never knew were there.All in all: these are wonderful headphones for the price.They come with a hardshell case, a charging cable (standard micro usb), and a plug in cable.Again: I like that these are more comfortable on my head than the Bohm's.If you need a pair of headphones for noise cancellation and listening to your favorite music, you'll love these.My husband stood behind me and couldn't hear any noise bleedthrough on them as I was listening at a medium volume (70db).Very happy with these.",5.0 out of 5 stars,"Comfortable, excellent sound, easily paired to multiple devices.  SEE PIX"
81,"on April 9, 2017","
      One person found this helpful.
    ",Excellent quality at an affordable price.,4.0 out of 5 stars,Four Stars
82,"on March 16, 2017","
      3 people found this helpful.
    ",GREAT PRODUCT GREAT SERVICE AAAA,5.0 out of 5 stars,Five Stars
83,"on May 2, 2017","
      One person found this helpful.
    ","I'm a really enjoying these headphones. I really love the long battery life which is really one of the main reasons for my purchase. Second reason for my purchase  was that I own the w206 wifi speaker from ideaUsa and it is absolutely incredible. I really like that I have dedicated controls to change track so to change tracks I only have to short press once. I hate headphones that not only combine the buttons to change volume and tracks but also make changing the volume the main function but operating with a short press and changing tracks the secondary function being done with a long press, now for me I change tracks much more than I change volume up a down so It would seem to make most sense by having that as the short press function. I'm pretty sure we all skip trough songs back to back sometimes and it's so time comsuming when u have to hold a buttin for 3 secs to change one track. so I am so thankful this is no issue with these headphones which is a 3rd reason why I bought yet another bluetooth headphone. So all in all I can't think of any negatives I've experienced testing these puppies out.Update 6/04/17:Back for more just to say how much I'm loving my ideaplay products I have these headphones which I really enjoy using I bought these for work cuhz the long battery life my powerbeats Ike phones don't always last all day, but come to find out they idiotically only allow buds so I can't use these v200s at work..sucks. so anyway the Anc is w.e. but I don't have an experience to compare to anyway but I do use it sometimes and there's a noticeable difference it's like it turn the outside noise into white noise, or that's my take on it. But these phones are a must buy. But even more so is the incredible w206 ideaplay wifi speaker man I love this thing there are some pitfalls but still I'm blown away by this powerful lil thing. And if u use music streaming service you'll love this speaker it controls the music from say Pandora independently without your phone or w.e. I'm gonna get another one to get the full experience. OK so the pits are the battery seriously inferior and it's just a lil heavy with no handle so this is really more of a home speaker. So I would definitely recommend if you want your house bumping with a feature full musical experience. Not for travel though.",5.0 out of 5 stars,I really love the long battery life which is really one of ...
84,"on April 5, 2017","
      3 people found this helpful.
    ","This probable one of the most comfortable and best sounding headphones I have purchased.The sound is very crisp and immaculate, the noise cancellation function really cancel out 90%< of the surrounding noise even when played at a low volume.I wear these headphones 8+ hours during my work day and they fit over my big ears very comfortably without any long term fatigue.These headphones greatly surpass any competitor in its cost range. Definitely recommend these Headphones, especially if you work in a very noisy environment for extended hours.",5.0 out of 5 stars,Love This Noise Cancelling Headphone
85,"on April 27, 2017","
      One person found this helpful.
    ","Love the voice guidance system! This headset automatically finds and pairs to previous pairings without issue upon powering up. Better sound quality and craftsmanship than headsets 3x the price! I'll admit though, that I don't notice a difference with the noise cancellation switch in either on or off position besides the LED lighting. The weight of the headset gets a little lofty after watching an hour show. Not sure if I could wear them more than a couple of hours at a time. Additionally, while doing a great job on enveloping you with airtight sound from the surrounding environment, the full earcups get annoyingly sweaty. I do enjoy the headset however in order to earn 5 stars it needed to be lighter and use earcup material that doesn't make you sweaty. Funny, but I don't remember the liquid filled earcups of my old Koss Pro4AAA ever making my ears sweat like these do?",4.0 out of 5 stars,"Well made, comfortable, worth the price... unless you need to wear for extended periods."
86,"on April 9, 2017","
      One person found this helpful.
    ","THe sound is fantastic, quality construction, easy accessible and logical buttons, comes with a great storage case as well as airplane plug adapter and wired audio cabe.  My problem with them is that the noise cancelling is weak.  It adds a bit of pink-noise and a small level of reverse audio (the noise cancelling) to block out unwanted surrounding sound.  I have another big-brand and they are much more active and effective in reverse phase cancellation of ambient sound.  If I was rating the noise cancellation alone, I'd give these headphones 2-3 stars.  But I am indeed pleased with everything but the noise cancellation, which does reduce vs cancel. Passive noise isolation is good. Active noise cancellation (that uses the internal batteries) is weak.",4.0 out of 5 stars,"Audio quality great, structural quality great, active noise cancellation is weak."
87,"on April 22, 2017","
      One person found this helpful.
    ","I bought ideaUSA Active Noise Cancelling Bluetooth Headphones to replace an outdated set. The headphones sound great and are very comfortable to wear. The phones were easy to pair. The device has three buttons to switch between calls and music, volume, and track selection. The package includes the Bluetooth headphones, USB charging cable, 3.5mm Aux cable, Airline adapter, Carrying Case, and User Manual.The product arrived as scheduled. I appreciate that the seller, ideaUSA, contacted me with useful information prior to using the product. I recommend ideaUSA Active Noise Cancelling Bluetooth Headphones as a high-quality audio product.If you found this review to be helpful, please click the yes button below.",5.0 out of 5 stars,ideaUSA Active Noise Cancelling Bluetooth Headphones is a high-quality audio product!
88,"on April 4, 2017","
      2 people found this helpful.
    ","Easy to sync, fit well, but not enough bass.",3.0 out of 5 stars,"Clear, but weak bass"
89,"on May 9, 2017",,"This is my second product from this brand and I am extremely happy with them. My first item was a Bluetooth speaker and before buying it I was wondering if the quality was good and I was not disappointed. That's why when I saw the headphones from the same brand I purchased it with my eyes closed and when I opened the box to see the headphones, I was surprised from the moment that I saw the headphones inside a nice case with zip. all the cables and everything looking well organized and clean. The quality is just great, it looks premium that I am afraid to walk with them in the street. 😁The sound quality is very good and clean as well and I like how easy it is to pair with any Bluetooth device. I set it up with a Samsung Galaxy Note 4 and my Ipad pro and I was so happy playing with Google Voice in android and Siri in the ipad having the freedom to be some meters away from them.I spend hours sometimes practicing piano or editing audio and video and these headphones are very comfortable to wear for long periods of time.I love the product so much that if I could  I will give 10 stars instead of the 5 that amazon allows.I am buying another one for my wife and already my co-workers want to buy for them as well.",5.0 out of 5 stars,They are just amazing premium class.
90,"on May 7, 2017",,"I received this product at a discounted rate in exchange for my honest review.These headphones do a decent job for what they cost and what they do. The sound quality seems solid with decent bass and treble; I'm no audiophile, though.The noise cancelling works very well at blocking distant and low-frequency sounds like neighborhood noise or, while driving in the car, the road noise. It does not hold up so well against somebody speaking right next to me. Compared to $250+ ""big brand"" noise canceling headphones, there's no comparison, but the price is significantly lower.They are a tad heavy, but this is to be expected to support their noise canceling and battery.Docking a point because I expected better noise cancelling over all.",4.0 out of 5 stars,Decent set for the price
91,"on March 21, 2017","
      One person found this helpful.
    ","The noise canceling option is amazing. There is definitely a difference! The sound has great quality also. It connected easily to my phone without a hassle. I also love when I turn it on, it says ""powering on"".They are a little on the heavy side and run big, but stay on fine when I'm running, however, if I lay down to exercise, they call off.Other than that, I highly recommend them. They come with a nice protective case also!",5.0 out of 5 stars,I love these headphones.
92,"on April 9, 2017",,"Thoroughly impressed with these headphones.They have a sturdy heavy weight to them and fit my big head nicely and securely.  The material feels like faux, very soft pleather.  Easy setup.  Comes w a nice carrying case.  They are pretty bulky so if you want a lower profile not so much these.I love using them to listen to relaxing music before I go to bed.They also seem balanced. Not too tinny or base.I tested some Beats. Do yourself a favor and avoid those unless all you want them for is shakin' it. (Eg: they're unbalanced, too much base, not clear)",4.0 out of 5 stars,Nice
93,"on April 8, 2017","
      One person found this helpful.
    ",Great headphones!! First of all the sound is amazing!!! The fact that they are Bluetooth and can also be used with an aux cord when the battery is drained is an added plus. The noise cancelling is superb. I meditate daily and always use headphones. I'm always on the hunt for good clear sound and active noise cancelling. These do the job. I was stuck on the hesh2's. I've finally found a little heavier duty and ones I think will last. They are quite comfy and not plastic. They are well made. You can't go wrong with these.,5.0 out of 5 stars,A GREAT ALL AROUND HEADPHONE
94,"on April 18, 2017",,"These headphones scream quality from the workmanship and material. The band is made of solid metal. The sound is not bad for a noise canceling earphone. For those that are concerned about electronics on your head, you can just use the cord and leave the headphones off. They feel a bit tight but are still quite comfy for non-full ear covering headphones. The noise canceling is not the best in its class (think bose) but still do pretty well to block out certain noises. Overall, I am quite happy with my purchase.",5.0 out of 5 stars,The sound is not bad for a noise canceling earphone
95,"on January 14, 2018",,"We initially purchased the v201 headphones, and when we contacted IdeaUSA regarding our dissatisfaction with the noise cancelling they offered to send us a pair of V200 in exchange. The noise cancelling on these, while not perfect, is definitely better. Sound quality is decent, the only thing that is annying is we find if we hit the button to pause music, if we hit it again to unpause and hold it a fraction too long it tries to initiate a FaceTime call.",4.0 out of 5 stars,Better than v201 model
96,"on June 23, 2017",,"Very good sound quality.  As is generally the case with these types of headphones the active noise cancelling feature does not cancel all noise..  The only ones I have tried that actually did were the $400 Bose noise cancelling headphones.  But.. I am not going to pay that much.  These cancel some noise and given that these are much cheaper than Bose, i think they were a good deal.  Build quality is very good. They feel sturdy and of high quality.",4.0 out of 5 stars,"Very good, not perfect in noise cancelling but still a good deal."
97,"on May 8, 2017",,"Great stylish headphones for the price. Sound good and clear, look fantastic and i get compliments on them. Although, being on ear, they can only be one for so long before it gets a bit uncomfortable and you need to change the position on your ear but i'd definitely buy these again. I still watch movies, game, and listen to music with them. All in all great headphones for the price!",5.0 out of 5 stars,Great headphones!
98,"on April 24, 2017",,"ProsThey have excellent sound quality, the headphones have a good feel made with metal and some good material that feels great.They are not unconformable with long periods of use, but i will say they are on the heavy sideall the things it comes with are very well made and does not feel cheap, feels like a $300 but way cheaper in pricehas Bluetooth, with i would say 12 hours wich is enoughand if the Bluetooth functionality cease to work you can plug in a 3mm aux cord becouse it canConsthey are heavythey are too bigthe noise cancellation does cancel some noises but not all noises, but its not a huge dealyes im giving it five stars and it has some bad things but what i buy headphones is for the music quality it will bring and it has deliverd, beyond my expectation",5.0 out of 5 stars,They are big and heavy and so what?
99,"on October 14, 2017",,The overall quality is extremely high. The case is nice and the headphones feel like they are built really well. The downside is the sound quality is mediocre and could be better. Also they would be more comfortable if they were built as over the ear instead of on the ear style.,4.0 out of 5 stars,Great quality with mediocre sound
100,"on April 24, 2017",,The head phones a bit on the heavy side but fit good the sound quality is excellent with the noise canceling on but every once in a while I will get a bunch of static and the only way I can get it to go away is to turn off the noise cancellation. Other than that the battles last a long time it charges fast it sounds great,4.0 out of 5 stars,Lots of staticky sounds
101,"on May 3, 2017","
      One person found this helpful.
    ","Fit really well, and feel nice on my ears. Very flexible and moveable. Has a great look. Sound quality is really nice. Controls are easy to use and work well. Has really good range for blue tooth. Only issue I have had is a high pitched noise that happens when I turn on noise cancellation. I can't use that feature because the sound happens every time and is painfull to hear. As long as I don't engage the noise cancellation feature this isn't a problem and I can listen to music for long periods of time.",3.0 out of 5 stars,and feel nice on my ears
102,"on April 2, 2017",,"Great headphones so far! I used these on a trip from LA to Okinawa and had these on for about 16 hours straight. I was listening to music and used the cord to plug into the plane video screen. The sound was great, the noise canceling is great, I'm close to dependent on these now. For the price you can't go wrong!",5.0 out of 5 stars,Great BT headphones
103,"on May 3, 2017",,Love these headphones! Great sound and quality construction. I can listen to these things comfortably with a nice feel. When idiots at work start talking about nonsense I can put these on and block the idiots out completely!!!,5.0 out of 5 stars,Love these headphones
104,"on May 25, 2017",,Sounds amazing and feels great. It has some weight on it so that makes it great for me. Easy to connect on my phone (iphone 7) and computer (windows and Mac). I purchased two and I am looking into getting a third as a gift.,5.0 out of 5 stars,"Great sound, easy set up."
105,"on April 16, 2017",,"love the clear sound quality on these, the help reduce outside noises so you can hear so much better, doesn't matter if your on the phone or listening to music the sound is clear",5.0 out of 5 stars,love the clear sound quality on these
106,"on April 18, 2017",,"I have been using no stop since I recieved them. I think they sound great and like them over countless ear buds. Could be a little tighter fit on head, but minor issue.",5.0 out of 5 stars,Personally I love them
107,"on May 6, 2017",,"I think in overall they're good headphones. The upper side needs more padding. In my opinion they're a little heavy but still comfortable for a long use. They're a little loose so they're not for any activity rather than walking. The sound is good, it may have some issues with highs but for the price the sound is really good. I find the material good, the padding in the earcups looks and feels good.",4.0 out of 5 stars,Good headphones
108,"on March 7, 2018",,"This is awesome headset, work with my laptop too for making calls.",5.0 out of 5 stars,Five Stars
109,"on June 23, 2017",,These are the best!!!! I would def compare them to a Bose quality! Very comfy and great sound. Love,5.0 out of 5 stars,Five Stars
110,"on April 28, 2017",,"Great, high quality headphones. The packaging is very nice - comes with a case. I really like the sound.",4.0 out of 5 stars,Very nice quality
111,"on June 3, 2017",,Headphones were a bit bulky but I did enjoy using them when going to work cause they did have very nice bass. I didn't like that it needed to be charged to work with the aux cable.,4.0 out of 5 stars,Not beats but still pretty awesome
112,"on May 18, 2017",,I live the headphones. They worked great on my flights. The only issue is that they are heavy to wear for 8 hr,4.0 out of 5 stars,Nice but heavy
113,"on April 11, 2017",,Sound great for the money!,5.0 out of 5 stars,Five Stars
114,"on April 10, 2017",,Perfect for iPads and iPhones,5.0 out of 5 stars,Great buy
115,"on April 15, 2017",,Great head phones good quality.  My son loved them.,5.0 out of 5 stars,Five Stars
116,"on June 10, 2017",,very if a bit heavy,4.0 out of 5 stars,Four Stars
117,"on September 10, 2017",,Great love them,4.0 out of 5 stars,Four Stars
118,"on October 26, 2017",,"I've been trying to contact customer support for over a month. No email replies, no facebook interaction... I have an issue with the volume on the headphones when I use them with bluetooth from my iPhone. Not worth the investment if they do not care about customers.",1.0 out of 5 stars,Non existent customer support
