,Date,How Helpful,Review Contents,Score,Title
49,"on August 4, 2016",,"Without going into everything like the other reviews, these are good. Good sound, good construction, good battery life. One issue I had was that earpads were too small for my ears, causing fatigue when wearing for extended periods. I bought the Brainwavz HM5 Velor Memory Foam pads to replace them. The fit is snug, so it took some effort to attach them to the headphones, but I'm confident they won't fall off. They are not as attractive as the stock pads, but they fit my ears a lot better.",5.0 out of 5 stars,Great sound. I replaced the earpads for better fit.
50,"on January 21, 2018",,I love these things.They are a little large on my head.Sound cancelling ability is amazing.Volume controls by swiping the side is awesome!The only gripe I have is the padded foam donut that makes contact with your ears sometimes falls out.Still very happy,5.0 out of 5 stars,Amazing purchase
51,"on December 4, 2017",,"the headphones themselves work fine. the problem is the controls. they're set up so that taking the headphones on and off can and has frequently redialed my phone. most recently, it dialed 911 on a redial. the actual control surfaces are unmarked - design over function, i suppose.",2.0 out of 5 stars,"good sound, terrible controls. constant redials"
52,"on May 15, 2016","
      3 people found this helpful.
    ",This was the 3rd set of headphones that I purchased in a week.1st set was Bose. Sound okay but had no deep base and volume was not very loud.2nd was Sony. They indicated loud sound and deep base. Sound was distorted.  I could not get it to pair with multiple devices.I had used an earlier Sennheiser wired model during college.  (Yes I am middle age) and researched new models on line. Took a chance and ordered with out listening to based upon reviews and prior use.Results with this model.Sound quality and base is superb without any type of distortion.The touch controls are tricky to get used to. Would have been 5 stars if not so hard to get use to.I am happy with purchase.The size of ear cups are fine and do not seem to be a problem as others had mentioned.Construction is sturdy with stainless steel attachments to head band and stitched covering.I would like to hear there reference models that are used in studios to see if they are worth price. Just not ready to spend $1000 for headphones yet.I would recommend to others.,4.0 out of 5 stars,Great sound. Quality construction. Touch controls sensitive
53,"on May 8, 2017",,"I've been wearing headphones of some kind or another since my first SONY walkman sometime in the early 80s. Sennheiser's wireless Urbanite XLs are simply the best pair I've ever owned of any kind--wired or wireless, over-the-ear or ear bud. Granted I've never spent this much on a set before, but they deliver to my complete satisfaction in all respects: sound, comfort, durability of design, and style. I LOVE THESE THINGS.",5.0 out of 5 stars,The best I've ever owned.
54,"on March 20, 2017",,"Great sound, great fit and good range. Easy to connect to several devices. A little heavy and a little confusing learning the touch pad operations.",4.0 out of 5 stars,"Great sound, great fit and good range"
55,"on August 6, 2015",,"Best wireless headset I have ever had. Good bass too. Music clarity is very good, not the best from Sennheiser, but for no cords excellent.  Did not work with my PS4 or Linux system (UPDATE: works with Debian now except for the mic.), hence one star, but if you do not have either of those you should have no problems.",4.0 out of 5 stars,Best wireless headset I have ever had
56,"on June 2, 2017",,An excellent headphone.  However the USB cable is a little short.,5.0 out of 5 stars,An excellent headphone. However the USB cable is a little ...
57,"on November 28, 2016","
      One person found this helpful.
    ",SOUND AND CONNECTIONS WERE GREAT BUT THEY WERE HEAVY AND HURT MY EARS!  HAD SENNHEISER WIRELESS 3.5 120'S AND THEY WERE SO COMFORTABLE FOR YEARS BUT NOT THESE!,3.0 out of 5 stars,SOUND AND CONNECTIONS WERE GREAT BUT THEY WERE HEAVY AND HURT MY EARS
58,"on February 27, 2016",,"The battery time is not 25 hours as advertised. After listening for 15 hours and turning it back on it would not work. Also, the forward/rewind functions are not seamless, since you have to tap very fast, otherwise the commands result in different results from the ones you expect.On the plus side, i love the sound and being able to operate it with two or three gadgets.",4.0 out of 5 stars,i love the sound and being able to operate it with ...
59,"on January 9, 2018",,"Sound is perfect, love how they go over my ear. Better then beats, they are a little big though. Great sound though.",5.0 out of 5 stars,"Sound is perfect, love how they go over my ear"
60,"on April 20, 2017",,The earpads keep falling off. I don't have 10 minutes to waste every time I use it.,3.0 out of 5 stars,I don't have 10 minutes to waste every time I use it
61,"on March 22, 2018",,"I slammed these things in a steel door and they came out with a small scratch. Amazing battery life, fair warning when battery is running low, great sound quality, not too heavy in the head. Only minor complaint is the cushions come off just a bit too easy but not enough to not recommend these",5.0 out of 5 stars,Amazing battery life
62,"on May 9, 2016",,A great quality headset. Connects quickly via Bluetooth. I would rate this a 5 star only if the ear cuffs didn't call out so easily and as often as it should for being a high quality expensive product. It is annoying to put back as well were you have to finesse it in with a gentle touch.,4.0 out of 5 stars,Great Quality - but ear cuffs pop off easily
63,"on March 22, 2018",,"Hi,I liked the product, looked quality, and finally met my expectations.Arrived before time well done.jeki namer",5.0 out of 5 stars,I liked the product
64,"on May 26, 2016",,"Liking the long battery life. Maybe would need more b-a-s-s but that's probably just me. I mean, these are first high-quality earphones I've ever bought... and I guess I've used to bass it. Sound IS as good as one can expect from mp3's. Earphones can start to feel uncomfortable after a long period of continuous wear. Anyway, best deal in the price range.",4.0 out of 5 stars,"Pretty good, pretty good."
65,"on March 10, 2016","
      9 people found this helpful.
    ","I have a lot to say about these cans.  Mostly positive.The first thing you should know is they do NOT have a low profile on your head.  They are wide and heavy.  I got them because they looked way sturdier and a little more stylish than the bose or beats equivalents.  I still find this to be true, but with sturdiness comes a little weight.  Although very comfortable, you certainly won't forget they are on your head.  If you're looking for lightweight comfort, probably go for Bose.  Still, I always felt like the Bose ones will snap in half if you look at them the wrong way, which is not the case for these.  I carry these around in my backpack with only the included soft pouch and they still work and look like brand new.The ear pads are removable and replaceable.  This seems like a cool concept, but I've had some trouble with them coming off when I don't want them to and they are kind of a pain to get back into place.  A very minor problem, but it's there nonetheless.The sound quality is everything you could ask for.  And because they are so thick and heavy, they isolate really well.  The rest of the world melts away with these guys over your ears.Touch controls: Hard to get used to at first (redialed my mom a lot by accident) but very useful once you get the hang of it.  Now I can start a playlist on my tablet and just leave it in my backpack but still skip/repeat songs and adjust the volume with a quick reach to my ear.Battery life: so good that you will wonder what the hell happened every time they die.  On iPhone you get a battery gauge next to the bluetooth icon, otherwise there's a touch control where a voice tells you a time range for remaining battery life (""more than twelve hours play time"").  But actually I use these off and on all day every day and only charge them once a fortnight.Never been disappointed with Senn and this is absolutely no exception.  They aren't perfect, but I can't imagine you will do better for the price if wireless is a necessity--and it should be.  It's life changing.  Treat yo self.Thanks for reading!  Climate change is real!",4.0 out of 5 stars,"Although very comfortable, you certainly won't forget they are on your ..."
66,"on November 10, 2016",,"The Sennheiser Urbanite XL headphones are the best pair of over-the-ear headphones I've ever bought.  EVER.  Great frequency response, wonderful design, fantastic build quality, amazing battery life.  I couldn't ask for much more.  AWESOME JOB, Sennheiser!",5.0 out of 5 stars,The best headphones I've ever bought.  PERIOD.
67,"on September 1, 2016","
      One person found this helpful.
    ",For the price I paysd I was a little disappointed. I was hoping for louder volume and a better quality base but atill exceptional. These make for very nice headphones.,4.0 out of 5 stars,For the price I paysd I was a little disappointed. I was hoping for louder volume and a ...
68,"on December 14, 2015","
      One person found this helpful.
    ","I work on a headset almost all day and try to listen to music when I'm not on calls. These are comfortable, with good call quality. They're comfortable and light enough that my neck doesn't hurt from wearing them, but they're substantial enough to isolate outside sounds. Sound quality is incredible - far better than anything I've used so far.",5.0 out of 5 stars,"Excellent headset, wish I'd bought it sooner"
69,"on January 31, 2016",,Amazing sound and crazy long battery life. The touch-pad controls get bumped a lot though. It bugs me that everyone thinks touch-pad user interfaces are the way to go.,4.0 out of 5 stars,Amazing sound!
70,"on August 13, 2015","
      4 people found this helpful.
    ","I ultimately ended up returning these. To be fair, it was largely my own fault.I have had a pair of Sennheiser HD590s since highschool. Lord did I love those things. These days they look rather ratty and are slightly blown out in the left ear, but they were a fantastic workhorse for over a decade. Heck, they got me through obtaining a bachelors in music! But that's the past and these days I am software engineer earning his second degree at ASU. As such, I got to order a MacBook with a nice student discount, and with it came...a Beats Solo2 Wireless.I instantly fell in love with the cordless cans life. It even had a microphone builtin! No more uncomfortable setups for gaming or business VoIP! Except...on-the-ear just outright hurt after 30mins and the sound frankly sucked. They advertise hard hitting bass, and that is exactly what it is. The only genres that made me raise an eyebrow was rap and hip hop - two of my least listened to genres. They even managed to screw up other, supposedly, bass heavy genres such as psytrance. I had grown up on the ""flat"" sound of Sennheiser and ended up resenting the EQ decisions that the Beats was making for me. But did I desperately want to keep the cord cut.So out I went. All I wanted was my HD590s, but wireless. Sennheiser had done me SO well for over a decade that I was instantly drawn to this headset. It seemed like exactly what I desired. Well, that's what I told myself anyways. These are really are meant to be competitors to the Beats. That is, worn in public with a bass emphasis. The result is the earpads are small and tight to avoid leaking and there is a slight EQ bias towards bass (not nearly as much as the Beats, I don't think Sennheiser had the heart to so completely butcher its core sound). Unfortunately I had no intention of wearing these in public, I needed a domestic headset. That means I was dealing with the discomfort of tight earpads and a less than desirable sound profile in exchange for bluetooth at home...all at the tune of $300.To me that was just too much compromise for $300. So I returned these and bought a pair of Sennheiser HD 598 Over-Ear Headphones. These are a true replacement for my HD590s and are fantastic for my purposes. I am keeping the Beats for mobility and VoIP, but the HD598s are for day-to-day use.So, I believe that these are far better than the Beats Solo2 Wireless, but they simply were not what I was looking for, plus I already had the heavily discounted Beats. If you are in the market for a direct Beats competitor I would definitely give these a look as they do better across genres than the Beats do.",3.0 out of 5 stars,"Good, but not what I was looking for. Better than Beats Solo2 Wireless."
71,"on July 15, 2017","
      One person found this helpful.
    ","Love em! The bass is strong but never overpowering — the overall balance is fantastic. Using them wireless doesn't seem to diminish the sound quality. Plus, they have a 15hr battery life!",5.0 out of 5 stars,My First Pair of Quality Headphones
72,"on January 20, 2017",,"Sound is really good, but still does not go around all they way on my ears because of the round shape, maybe a more natural form of ear will do, or someone with small ears, I don't have big ears so..Sound quality is great, high level material and they look really good.",4.0 out of 5 stars,"Sound is really good, but still does not go around all they ..."
73,"on November 20, 2017",,"Unless you are the size of a toddler, there is no way these should be considered ""over-ear"" headphones.  Didn't even bother testing quality because the size was so blatantly misrepresented especially for an ""XL"" version.",2.0 out of 5 stars,"Unless you are the size of a toddler, there ..."
74,"on August 7, 2016",,"Works Great, but the bass is lower than I prefer. Touch controls work better than expected! The cups slide down sometimes, which can get a bit annoying.",5.0 out of 5 stars,"Great headphones, bass a bit low"
75,"on May 15, 2016","
      One person found this helpful.
    ","The overall sound is really great. I thought the bass would hit a bit harder, but it hits just hard enough to round these headphones out well. These get 4 stars for being stylish, comfortable, and sounding awesome. 1 star lost because I wish the sound would go up one more level, to really get down when my song comes on.",4.0 out of 5 stars,Could be louder but Great headphones all in all
76,"on April 8, 2015","
      8 people found this helpful.
    ","Very good headphones.  Bought the wireless option as an afterthought and glad I did.  Very convenient.  Battery life is very good and the life indicator that shows up on the phone is a nice feature.  Sound delivers as expected.  Product well built and robust.  Have not had any problems with the ""touch pad"" feature for start, stop, etc. that other's have commented upon.  The feature is working as advertised for me.  Did notice that the phones are a little unbalanced, one side heavier than the other.  Likely where the battery is located?",5.0 out of 5 stars,Very good headphones. Bought the wireless option as an afterthought ...
77,"on February 18, 2016",,There pretty good a little to much money then what their worth. I would say their more like 250 headphones. They are comfortable and durable. the battery life is great.  the only downside is the sound bleeds a bit from the headphones. if that does not that bother you then theses are the one for you.Personally I'm pretty happy with these headphones also they look nice.,4.0 out of 5 stars,There pretty good a little to much money then what their ...
78,"on November 21, 2016",,"These headphones are AWESOME!!! they are super comfortable even for my big head, and they have beautiful sound. Easy to set up, and they come with a headphone cable so you can listen via analog if you don't have bluetooth, or if you want to charge while listening.",5.0 out of 5 stars,Maybe the best thing I've ever gotten on Amazon
79,"on June 27, 2016","
      One person found this helpful.
    ","When it comes to DESIGN, for a Sennheiser headset, this headset looks amazing. As the name implies, it's meant to give you the vibe of urban hipsters. The inner sides of the headbands are comfy, and the outer rim screams stylish. Another thing that should be noted regarding this headset is that this is wireless. For some people, being wired/wireless is a huge factor, and it was one of mine, too.I found the headset a bit UNCOMFORTABLE to have it on, sadly. It's probably because I wear glasses, but compared to the other headsets I have worn, this thing will heavily squeeze your skull. To some, that is a good thing, since they don't want a loose headset that sways around on the head. Nonetheless, for me, having this on for more than 1 hour is painful.AUDIO QUALITY IS VARIED. Just like the name, this song is meant for some urban-vibe songs, such as EDM, rap, hip hop, and so on. If you are going to listen to heavy metal or classic rock, this will show some sub-par quality. I'm not saying the headset's audio quality is bad, it's just that it does not live up in certain genres. WIRELESS QUALITY IS FINE. Urbanite XL used a APT-X Bluetooth technology, which is pretty much the top runner for audio quality when it comes to Bluetooth. Honestly, I could not find any difference in the quality when it was wired or wireless.",4.0 out of 5 stars,Wireless with awesome quality.
80,"on July 25, 2015",,"Really made well; good sound. I was looking for a larger than normal ear cup, as I wear BTE hearing aids and need the hearing aid to be ""in"" the ear cup. Other headphones that had smaller cups created feedback from the cup resting against the hearing aid microphone. These cups are a bit bigger, and my hearing aid doesn't produce feedback. Will recommend to others with BTE hearing aids.",5.0 out of 5 stars,good sound. I was looking for a larger than ...
81,"on November 5, 2016","
      17 people found this helpful.
    ","Good headphones in terms of quality of sound, but terrible ear cushions (cups). One of the ear cushions came off after about two weeks and I thought I had destroyed the headphones. Two months later I started dealing with having to fix the ear cups when the fall off during usage.Aside this, the ear cushions look so worn out just after 7 months of not heavy use. I went for this headphone because I wanted something durable that I can use for about two years before thinking of changing.I really don't know what the warranty covers.",1.0 out of 5 stars,"Great sound, TERRIBLE ear cushions"
82,"on October 21, 2015","
      One person found this helpful.
    ","Best head set ever! I like Bose and they are a decent set but this one is excellent for the price. Never will I buy Beats by dre, all it is about looks, no long term use, durability is questionable as my past two didn't last.",5.0 out of 5 stars,Best head set ever
83,"on May 22, 2016",,"Don't like accidentally pausing my music when I stretchmy arms or put my hands behind my head, but they get great signal reception, the battery lasts more than a workday (with heavy use), and they sound good to me. Not noise-cancelling, but I can't hear anything else after the music starts.",4.0 out of 5 stars,No regrets
84,"on January 23, 2018","
      One person found this helpful.
    ",the bluetooth doesnt always work the ear cups fall easily and way too overpriced.,1.0 out of 5 stars,UNRELIABLE AND CHEAPLY MADE
85,"on July 13, 2015",,"Regardless of the fact that it took a week or two for the headphones to fit my head without causing anymore discomfort, these ones are excellently made and very stylish.",4.0 out of 5 stars,Regardless of the fact that it took a week or ...
86,"on December 3, 2017",,"Great sound quality, very comfortable to wear, steady Bluetooth connection.Minus one star for earpads, attaching them can be challenging.",4.0 out of 5 stars,Great sound quality
87,"on January 8, 2018",,"I am changing my review.  I still believe what I said, but ......New Review:The controls are terrible except for the off and on button.  The off and on button is fabulous.  You just click it on or off.  Click on.  Click off.  You do not need a stop watch to turn it on and off!!!!  It has an old on/off switch.  The kind I long for.  Why do I have to hold a button for 5 seconds to turn it on or off?  That's 5 seconds of my life, over and over and over.  This is better technology?  NO IT IS NOT!!!So first off, thanks for putting a good old on and off switch Sennheiser!  How could you do something so great, so astoundingly brilliant, and then finish it off with the worst controls I have ever seen.  Read my first review.  The other controls are the worst you can buy.  The worst on the market.  Someone was sleeping at Sennheiser when they let this one go to manufacturing.So now that I have that off my chest, again, I also tried the Bose SoundLink around-ear wireless headphones and the B&O PLAY by Bang & Olufsen Over-Ear Beoplay H4 wireless headphones.  I tried no noise cancelling headphones.  I have no noise to cancel.  I tried all three of these though.  What many consider the leading candidates in this category.Terrible controls and everything, for me, Sennheiser is still the winner.  I bought a little Android music clicker to control them so I only use their off and on button.  Everything else, I like the Sennheiser.  I believe it has the best and truest sound.  It is also the most comfortable to wear.  I think it wins every category but the controls, so I bought my own controls.I know I hate the controls and I do, but now I say, buy a music clicker and get the Sennheiser.  I believe it is a truer, better sound than the Bose, but it is close.  The B&O actually get painful to wear after awhile.  They have bad controls too.  5 second hold buttons.  Congrats to Bose though.  The Bose has the best controls of the bunch.  They too have an off and on switch.  I love it.  No more wasting 5 seconds of my life just to turn off a stupid pair of headphones, over and over and over.  The Bose sound okay too.  I just give a small edge to Sennheiser.I am still looking though.  I want an on and off switch.  I want a volume dial.  Remember those?  They worked great and you could tell whether the device was on or off and what the volume was just by looking.  An on/off switch.  A volume dial.  Two buttons for next and previous or even better, a toggle switch for next , previous, fast forward, etc.Speaking of such, since I had to look for an Android music controller I learned there are no good ones.  If someone knows of a good one, let me know.I feel listening to music requires 8 control functions.  Vol+, Vol-, Pause, Next, Previous, Back to Beginning, Fast Forward, Fast Reverse (rewind).  Out of tons of these music controllers available, I have found only one that has these 8 functions.  To me this is amazing.  There are only 8 functions.  We all know them.  How hard can it be?!?!?!  Many have far more than 8 buttons, but they still cannot do the 8 basic functions.  Only one does, but I won't recommend it because to save the battery it turns itself off about every 3-4 seconds.  Then you get to hold down the off/on button for 8.389756659782687657801364 seconds to turn it back on.  While this saves the battery, it makes the device useless.Maybe one of the headphone manufacturers could add such a device.  It would be greatly appreciated.  Please let it have an off and on switch.  Let it do all 8 functions and no more.  Please don't let it turn itself off.  If it wants to be off, let it buy its own controller.First Review:I do not recommend these because they have bad controls.  I feel Sennheiser is being novel just to be novel.  These controls do not work nearly as well as many other tried and tested methods.  Many commented that you will catch on, get used to them.  Why?  Why must I get used to them.  Why not concentrate on sound quality instead?The controls are located on a pressure sensitive surface of one of the cups.  Slide your finger for volume.  Tap for tracks.  Tap once to pause, twice for the next track and so forth.  Much of the time when I tap twice it only reads one tap and pauses.  Then I have to unpause and try again.  I try to turn the volume down and guess what?  It pauses.  It loves to pause.  Very annoying.Why must I get used to this?  Why can't they just have good old controls that work without a training period?  Plus when you tap them, it's like putting your head in a drum (or a cup!), and pounding on it.  It hurts.  My ear drum does not like it.  Put a paper cup over your ear..  Tap on the bottom.  What do you think?I don't know how they sound.  Too annoyed with the controls.  My advice, find another.",4.0 out of 5 stars,Bad Controls
88,"on August 16, 2016","
      One person found this helpful.
    ","I love these  headphones,  nice sounds last a long time  my only thing is i have a galaxy note 4 and the controls are hard to navigate with  the  phone , it works better with i phone that's  why i give 4 out of 5 stars",4.0 out of 5 stars,I love these headphones
89,"on October 5, 2016",,"So far I'm very happy with my new Sennheiser bluetooth headphones. They are lightweight, comfortable and sound great. I was tired of issues with in-ear headphones and spent a lot of time choosing an ""over ear"" style replacement. I'm a fan of Sennheiser so ultimately decided to give the Urbanite a try. Here's my breakdown of pros and cons:Pros:1. Battery life. I have had them now for going on three weeks and haven't had to charge them yet. No, that was not a typo, three weeks! Mind you I don't use them all that much yet, 30 - 60 minutes a day 3 or 4 times a week, but even with non-use, most headphones I've had need to be recharged at least a couple of times a week.2. Comfort. The ear pads on these are really soft and fit comfortably over my ears. Granted, my ears are small but up to largish ears should fit okay in my opinion. The ear pads are so soft though that even if your ears don't completely fit I think the head phones would still be comfortable.3. Attractive: They are nice looking headphones and I like the streamlined look of the size adjustment slide and options.4. Sturdy: They seem very sturdy and well built and like they will last awhile.5. Audio quality: The sounds is rich, loud if desirable, but not too bassy. Just right.Cons:1. For smaller heads like mine, the slider bar to make them fit comfortably is loose so I have to readjust fairly often. Its not that big a deal and is at least very easy to adjust.2. The finger slide controls take some getting used to, and I do inadvertently turn off playback accidentally when doing things like adjusting the fit or brushing my hair aside. But I really like the sleek look of the controls so its a fair trade off.3. Band fit. The top band that goes over the top of your head doesn't seem to stay in place at times, another readjustment issue. Maybe because of my smaller head. The band is pretty wide, and sturdy, so there isn't any ""give"" to it and somehow seems to not rest in place on top of my head. That is probably related to the slider slippage, see con. #1.For the price and many excellent qualities of these headphones, I think that they are a great choice. Just hold on dearly to the earpads. From reading about replacement options, they aren't very good.",5.0 out of 5 stars,Super comfortable and lightweight!
90,"on January 28, 2016",,"Bought these as a splurge. I love them. They don't fit over the entire ear like some I've tried. None the less, they are extremely comfortable. The sound is very good. So simple to connect to multiple device.",5.0 out of 5 stars,I love them. They don't fit over the entire ear ...
91,"on July 20, 2016","
      3 people found this helpful.
    ","While I love the sound quality on these, the earpads are crazy difficult to put back on, and they pop off fairly easily. Prepare for them to pop off roughly once a week. It takes me on average an hour and a lot of contorting of my fingers to get them back on.Hugely frustrating to the point I would say don't buy these, and find ones that aren't so difficult to replace. There are numerous guides showing how to replace the earpads, and all of them are heavily edited to not show how frustrating this process is, or show the presenter going through several trys to get them back on.",2.0 out of 5 stars,Terrific Sound Quality with a fatal flaw
92,"on October 10, 2016","
      One person found this helpful.
    ","Great set of headphones! Clarity is terrific, bass response is not overpowering, but nicely leveled. Bluetooth works wonderful with my Samsung S6 pairing. I got these used as ""Almost new"", but they were brand new. Every cable was in original sealed plastic packaging and the cans themselves looked not used at all. The pairing process was simplicity itself and I was listening in minutes. The controls are simple once you get used to where on your right ear to manipulate. Volume control works fine with up/down motion, skip to next track with double tap, back to beginning of track with a triple click. Talking on my phone was easy and clear with these, answering with a single tap on incoming call and the built-in mic was sufficient and my caller had no trouble hearing me. This was my first foray into bluetooth headphones for bike-riding and I can't say how pleased I am with this purchase.",5.0 out of 5 stars,"Crystal clear, nice bass response. Definitely a hit with me!"
93,"on October 6, 2015",,"These headphones are amazing with great sound quality and a very solid build. They seem like a very premium set of headphones and fit comfortably around my ears. The only negative would be the sensitive touch controls but they still work well. All in all, very happy with my purchase and would recommend these to any bass lover.",5.0 out of 5 stars,"Amazing headphone quality, build, and bass."
94,"on December 28, 2016","
      One person found this helpful.
    ",Works and sounds great. Arrived before said date,5.0 out of 5 stars,Five Stars
95,"on February 7, 2017","
      One person found this helpful.
    ",Excellent product. Arrived on time and in perfect conditions. Worth the money.,5.0 out of 5 stars,Great Headphones!
96,"on May 13, 2017",,"good headphones, the only downside is they are tiny bit too big",4.0 out of 5 stars,Four Stars
97,"on February 2, 2017","
      One person found this helpful.
    ","My friend says it's the best headphones he has ever listened to, period!",5.0 out of 5 stars,Five Stars
98,"on August 31, 2016",,Best pair I've ever owned!,5.0 out of 5 stars,Best pair I've ever owned!
99,"on September 22, 2016",,"I own a lot of headphones. The Urbanite XL has great sound quality, unbelievable battery life, and they are very comfortable. Hypersensitive touch controls take a bit of time to learn, but you get used to it. Touch controls don't merit a star deduction. Wicked cans!",5.0 out of 5 stars,Best headphones I've bought in a decade
100,"on December 28, 2016",,The Urbanite XL wireless are superb headphones that have portability fashion and style in mind. With amazing sound and great bass this is a must-have for headphone lovers.,5.0 out of 5 stars,Great Headphones
101,"on November 20, 2015","
      3 people found this helpful.
    ",Excellence!  Built very well and sound great!,5.0 out of 5 stars,Built very well and sound great!
102,"on February 4, 2017","
      2 people found this helpful.
    ","Bought for teen. Cool enough according to peers? check...many raves. Comfortable on larger head? check. Battery good? check. Audiophile father approves? double-check. Even her dad said they were excellent. Don't expect $700 headphones. But I too listened in and the range was great, bass came through without ear bleed; I would tweak the high end a tick, but that can be done with an app, b/c it might be the wireless element. I couldn't afford to make a mistake, and I didn't lose with this one.",5.0 out of 5 stars,"Teen musician, audiophile dad & artist friends all said ""YES!"""
103,"on December 17, 2016",,"The sound quality is so good and the battery is above my expectationBut the headphone is quite heavy and not comfortable, the left earbud easily drop also",3.0 out of 5 stars,The sound quality is so good and the battery is above my expectation But the ...
104,"on December 15, 2016",,"Only thing preventing 5 stars is if the ear-cups were larger, since I feel like they were kind-of tight on my ears.",4.0 out of 5 stars,since I feel like they were kind-of tight on my ears
105,"on November 14, 2016",,"Premium build quality, but i can hear the sound quality using bluetooth is not as good as wire. Overall the sound quality is good compare with beats solo2 and studio wireless. But when it compares to my audio technica msr7 and hifiman 400i, it is nothing.",5.0 out of 5 stars,but i can hear the sound quality using bluetooth is not as good as wire
106,"on February 19, 2015","
      33 people found this helpful.
    ","The Urbanites first got my attention for their looks and videos demonstrating their durability. Just as I was about to buy the regular version, Sennheiser announced the wireless Urbanites with an option to plug in their in mic cable for wired use. I thought perhaps I found a wireless headphone that would be everything I was looking for.Feel: The Urbanite XL’s feel very well built, I thought the only metal pieces were on the hinges but was surprised to find that the entire frame with the sliders are as metal well. The underside of the headband is nice and cushiony and I flattened the headband out as I’ve seen in a lot of videos and just like the regular wired editions they are just as durable. My ears fit right into the cups and the pads barely press on my head. They were so comfortable that I wore them for 6 hours the first day and I did not feel any discomfort like I did with other headphones which is why I used ear buds then in ear monitors (Shure SE 215) for the last couple of years. However, these may or may not fit your ears as they did mine. The inside of the cups measure 1 and 7/8 inches so keep that in mind.Sound: The sound is pretty well balanced in my opinion. The bass is there but it doesn't sound muddy. In searching for a pair of good headphones that lets everything shine, these satisfy what I was looking for. Sound isolation on these headphones is good as well. As these are meant to compete with beats I will say that these blow beats out of the water. I’ve tried those before and I couldn’t say I was pleased with them except for knowing that sound came out of them. The Urbanites have done an all around good job with the music I listen to, from indie, classic rock and metal to most kind of electronic music. I was not disappointed with the sound. Phone call quality is pretty clear on both ends. As for volume these can get loud and do leak out if you fully crank the volume. From what I can tell you can work with two volumes, the Urbanites volume and the devices volume. This applies to both the wireless connection and when using this with the included mic cable.Connection: The Urbanite XL Wireless connects pretty quickly to your device with Bluetooth 4.0. An audible confirmation message is heard when it connects. The battery life shows up on my phone, which I thought was really neat. I haven't had a chance to try out the NFC but would assume it’s quick and easy as well. The range on these headphones is impressive. I left my phone in my room on the second floor of my home and walked all around the house challenging its connection and only started losing signal once I reached the basement but if I found a good spot it would be stable once again. I would probably never be that far from my phone anyway but it’s nice to know how far I can be. You can also be connected to two devices at the same time. This is not to say that two audio sources can be heard at the same time but you can have the Urbanites ready to switch between two sources without having to disconnect from one before connecting to the other. It worked well when switching between my Macbook Pro and my iPhone 6 except for a delay (about 6 seconds) while the device picked up the signal from my macbook. When switching back to my phone the delay was shorter (3 seconds).Controls: The touch controls which are located on the right slider could use some improvements. My biggest complaint with these controls is not having a lock feature or something so that you don't accidentally pause the song. I've gone to scratch my head and accidentally stopped a song by hitting a spot on the touch sensor. I thought the controls would use a left and right swipe to change songs and was disappointed to have to resort to taps as sliding up and down adjusts the volume. I believe that these were said to have left and right swipe capabilities in a video for CES 2015. Recently I’ve found that my music will pause without any explanation and I believe that the touch pad is to blame. When I reconnect the Urbanites a second the problem goes away. My guess is that the touch pad could be sensitive and be going off by itself? I will be contacting Sennheiser about this to see if they can offer me an explanation or solution.Accessories: The Urbanite XL wireless do come with an inline mic cable in case you want to connect it straight to your device if the rechargeable battery dies or if you just want it wired. The case on my phone prevents the cable from being flush against the body (I have an Otterbox Defender case for my iPhone 6) and an adjustable angle cable would have been great, something like the cable that the wired Momentums came with. Included in the packaging is a fairly long micro usb cable for charging the headphones. A hard case isn't entirely necessary but it would have been nice too. I was a bit surprised that they didn’t include one for these seeing as how many original Urbanite owners have been asking for it in their reviews.I am currently trying to get these to work for my xbox one as I have a stereo adapter but despise the headset I bought (Tritton Kunai) when it comes to comfort. I have tried using the flat cable that was included with the packaging but the microphone will not work. If I can find a cable that will let me chat with my friends on XBL the Urbanite XL Wireless will instantly replace those and I believe I’ll never need another headset again. They’re that comfortable!Pros:+ Great balanced sound for many genres of music+ Loud if you want them to be+ Can be really far from the device and signal will not fail+ Comes with mic cable for wired use options+ So comfortable you may not even notice you have them on after hours of use+ DURABLE, Well built!+ Folds for storage+ Battery Life appears on your phone, Convenient!+ Can be connected to two devices, just a short delayCons:- Included cazble could have been better- Hard case would have been nice as many have requested it- Touch controls could be a problem as they are sensitive, needs work",5.0 out of 5 stars,Touch controls need work but otherwise very impressive headset! LOVE IT
107,"on December 14, 2015",,"By far the best head phones I have purchased. Sound quality is amazing. I have a wide range of music from rap, screamo, country, house, orchestra, etc. all sounds amazing and not washed out. Will take awhile to get used to touch sensors on right side of headphones but 100% worth it and worth the money spent. Highly recommend.",5.0 out of 5 stars,Best Headphones I've bought
